file	fac1	fac2	fac3	fac4	fac5	fac6
fat000169	1	4	-1	4	3	0
fat000170	0	3	-1	7	2	0
fat000171	1	5	1	4	1	0
fat000172	0	3	0	3	0	1
fat000173	1	2	-1	3	1	0
fat000174	1	5	-1	1	0	0
fat000175	0	2	-1	7	0	0
fat000176	2	6	0	5	1	0
fat000177	0	1	0	3	1	0
fat000178	1	2	0	3	1	0
fat000179	3	2	-1	1	0	1
fat000180	0	1	0	0	1	0
fat000181	1	2	0	1	1	0
fat000182	0	1	0	4	0	0
fat000183	0	4	-1	0	1	0
fat000184	3	0	0	3	1	0
fat000185	3	0	0	5	1	0
fat000186	0	0	0	6	2	0
fat000187	0	3	0	3	0	0
fat000188	0	3	-1	4	2	1
fat000189	0	2	0	2	1	0
fat000190	1	2	-1	4	0	0
fat000191	0	5	0	1	0	0
fat000192	0	1	0	5	0	0
fat000193	1	3	-1	3	0	0
fat000194	1	2	0	3	1	1
fat000195	1	1	-1	5	1	0
fat000196	0	1	0	7	1	0
fat000197	0	2	0	3	0	0
fat000198	0	2	0	1	0	1
fat000199	0	1	0	0	0	1
fat000200	0	2	-1	8	0	0
fat000201	0	4	-1	5	0	0
fat000202	1	2	-1	5	0	0
fat000203	0	2	-1	5	0	0
fat000204	1	0	0	9	1	0
fat000205	2	1	0	12	0	0
fat000206	0	0	0	3	0	0
fat000207	0	0	0	6	1	0
fat000208	0	2	0	1	3	0
fat000209	0	2	0	4	1	1
fat000210	0	2	0	2	0	1
fat000211	1	2	0	5	2	1
fat000212	1	1	0	6	3	0
fat000213	4	9	-1	13	6	2
fat000214	1	0	0	2	8	0
fat000215	0	3	-1	5	0	0
fat000216	0	0	0	2	-1	1
fat000217	0	3	1	3	1	0
fat000218	0	0	-1	4	1	1
fat000219	0	1	-1	2	1	0
fat000220	0	0	0	6	2	0
fat000221	1	0	-1	4	8	1
fat000222	0	1	-1	2	2	1
fat000223	5	1	3	1	2	0
fat000224	0	2	0	2	2	0
fat000225	0	2	0	7	2	1
fat000226	0	1	-1	4	2	0
fat000227	1	1	0	2	0	0
fat000228	0	2	0	2	2	0
fat000229	1	4	-1	1	2	0
fat000230	1	2	0	0	0	0
fat000231	0	1	0	1	0	1
fat000232	1	2	0	2	0	0
fat000233	0	1	0	1	1	0
fat000234	0	1	0	1	0	0
fat000235	1	2	0	1	1	1
fat000236	0	1	-1	0	1	1
fat000237	0	2	-1	0	0	0
fat000238	-1	0	-1	0	0	0
fat000239	0	1	0	0	2	0
fat000240	2	2	-1	12	3	0
fat000241	0	1	-1	2	3	0
fat000242	0	1	0	0	2	0
fat000243	0	0	3	2	0	0
fat000244	3	0	1	1	0	0
fat000245	0	1	0	4	0	0
fat000246	0	0	-1	0	0	0
fat000247	1	0	0	2	0	0
fat000248	0	2	0	3	0	0
fat000249	1	1	1	9	0	0
fat000250	1	0	0	7	0	0
fat000251	0	0	0	2	3	-1
fat000252	1	1	0	9	0	0
fat000253	1	1	0	0	1	0
fat000254	5	4	3	6	0	0
fat000255	1	2	0	5	1	0
fat000256	0	1	0	3	1	0
fat000257	2	1	1	3	2	0
fat000258	0	3	1	4	1	0
fat000259	0	1	0	0	0	0
fat000260	0	1	0	2	2	0
fat000261	0	0	0	2	0	0
fat000262	0	0	0	1	0	0
fat000263	0	0	0	2	0	0
fat000264	2	0	0	2	2	0
fat000265	1	2	0	3	1	0
fat000266	0	0	-1	0	2	1
fat000267	0	0	0	1	0	1
fat000268	0	1	0	0	0	1
fat000269	0	1	-1	4	1	0
fat000270	0	2	-1	1	0	0
fat000271	1	2	0	2	1	0
fat000272	3	5	3	1	0	1
fat000273	3	2	0	2	0	1
fat000274	1	0	0	0	1	1
fat000275	2	2	0	2	0	0
fat000276	1	2	0	1	0	0
fat000277	1	1	0	1	0	0
fat000278	1	3	0	0	1	0
fat000279	0	0	1	1	0	0
fat000280	0	3	-1	1	0	0
fat000281	1	3	1	5	1	0
fat000282	1	1	0	5	2	0
fat000283	0	1	0	2	2	0
fat000284	3	7	-1	8	5	2
fat000285	1	2	-1	1	1	0
fat000286	1	1	0	2	1	0
fat000287	0	2	0	0	1	0
fat000288	0	3	1	0	2	0
fat000289	0	0	0	1	1	0
fat000290	1	2	0	2	0	0
fat000291	1	1	0	0	3	0
fat000292	0	1	0	6	0	0
fat000293	0	0	-1	2	1	0
fat000294	0	9	0	8	2	0
fat000295	0	1	-1	3	2	0
fat000296	2	2	1	5	3	0
fat000297	1	5	2	7	2	1
fat000298	0	1	1	2	1	0
fat000299	1	0	1	2	0	0
fat000300	0	0	0	4	0	0
fat000301	1	1	0	6	1	1
fat000302	2	0	1	0	1	0
fat000303	0	1	0	3	2	0
fat000304	0	1	0	1	0	0
fat000305	0	1	0	4	0	0
fat000306	0	3	1	2	1	1
fat000307	1	2	0	1	0	0
fat000308	0	1	-1	1	0	0
fat000309	0	1	-1	4	1	0
fat000310	0	1	0	4	0	0
fat000311	1	0	0	1	1	0
fat000312	0	0	0	0	1	0
fat000313	0	0	0	1	1	0
fat000314	1	0	0	3	1	0
fat000315	2	2	0	2	1	0
fat000316	3	6	3	6	1	0
fat000317	1	5	0	1	1	0
fat000318	1	1	1	1	1	0
fat000319	0	2	-1	3	1	0
fat000320	0	4	-1	0	0	2
fat000321	0	1	-1	2	0	0
fat000322	0	4	0	2	1	1
fat000323	4	6	3	5	1	1
fat000324	2	3	0	4	0	0
fat000325	0	0	0	0	1	0
fat000326	2	0	1	3	0	2
fat000327	0	0	1	3	1	0
fat000328	0	1	0	7	1	0
fat000329	0	0	0	2	0	0
fat000330	3	2	0	3	2	1
fat000331	0	0	0	4	0	0
fat000332	0	0	1	6	0	0
fat000333	0	2	0	3	0	0
fat000334	0	2	0	3	1	0
fat000335	2	1	1	0	1	0
fat000336	0	0	0	6	1	0
fat000337	1	2	-1	4	0	0
fat000338	3	2	1	6	3	0
fat000339	1	1	0	3	2	0
fat000340	3	0	2	4	0	0
fat000341	0	3	1	3	0	0
fat000342	3	1	0	3	1	1
fat000343	0	0	0	0	0	0
fat000344	0	3	0	0	1	1
fat000345	1	0	0	0	0	-1
fat000346	0	0	-1	2	2	0
fat000347	1	1	0	6	3	0
fat000348	2	4	-1	5	1	0
fat000349	0	3	1	4	0	0
fat000350	0	0	-1	2	2	0
fat000351	0	2	0	2	2	0
fat000352	1	0	0	2	8	0
fat000353	0	0	-2	3	0	0
fat000354	0	2	-1	2	0	0
fat000355	0	1	0	4	0	0
fat000356	0	0	0	2	0	0
fat000357	0	1	0	1	0	0
fat000358	0	0	0	4	0	0
fat000359	0	1	1	7	1	0
fat000360	0	2	-1	0	0	0
fat000361	0	0	0	6	2	0
fat000362	0	3	-1	4	0	0
fat000363	0	0	0	4	0	0
fat000364	3	1	-1	1	1	0
fat000365	2	4	3	3	2	0
fat000366	1	1	0	5	0	1
fat000367	0	2	-1	3	1	0
fat000368	0	2	0	3	1	0
fat000369	0	1	0	6	1	0
fat000370	1	3	1	14	0	2
fat000371	1	2	0	6	0	0
fat000372	1	2	0	6	-1	0
fat000373	0	1	0	5	0	0
fat000374	0	0	0	6	0	0
fat000375	0	0	0	5	0	0
fat000376	0	2	1	5	0	0
fat000377	1	1	1	3	0	0
fat000378	1	0	0	6	0	0
fat000379	3	2	1	3	1	0
fat000380	2	1	1	4	0	0
fat000381	2	1	1	6	1	0
fat000382	0	0	0	8	1	1
fat000383	0	3	0	9	1	0
fat000384	0	4	-1	10	1	0
fat000385	0	1	1	4	1	1
fat000386	1	2	0	5	1	0
fat000387	0	1	0	7	1	0
fat000388	1	1	0	6	0	0
fat000389	1	2	-1	4	0	0
fat000390	0	1	0	7	0	0
fat000391	0	0	1	3	0	1
fat000392	0	2	0	3	1	1
fat000393	1	4	-1	0	0	0
fat000394	1	0	0	0	0	1
fat000395	0	0	0	3	0	0
fat000396	0	0	0	7	0	0
fat000397	0	2	-1	0	0	0
fat000398	0	1	-2	0	0	0
fat000399	4	4	0	11	1	1
fat000400	0	1	0	8	1	0
fat000401	0	1	-1	9	3	2
fat000402	0	1	0	4	1	0
fat000403	0	1	0	4	0	0
fat000404	0	1	-1	4	-1	0
fat000405	1	0	-1	2	0	0
fat000406	0	0	0	5	1	0
fat000407	0	2	0	2	0	0
fat000408	0	2	1	2	0	0
fat000409	0	0	0	4	1	1
fat000410	2	1	-1	5	2	0
fat000411	1	0	0	3	8	0
fat000412	0	0	-2	2	2	0
fat000413	0	2	-1	2	1	0
fat000414	0	5	0	1	1	0
fat000415	0	0	0	2	1	0
fat000416	1	3	1	4	2	0
fat000417	1	0	0	4	1	0
fat000418	0	0	-1	3	0	1
fat000419	1	0	0	2	8	0
fat000420	0	0	0	2	1	0
fat000421	5	0	0	3	0	0
fat000422	1	1	0	0	2	0
fat000423	2	0	0	4	0	0
fat000424	1	1	-1	1	1	0
fat000425	3	7	2	3	1	1
fat000426	1	2	1	0	2	0
fat000427	0	4	1	1	0	0
fat000428	1	5	0	7	1	0
fat000429	0	2	0	7	1	0
fat000430	0	1	0	8	1	0
fat000431	0	3	1	10	1	0
fat000432	2	2	1	3	1	1
fat000433	3	4	1	4	1	0
fat000434	1	5	1	1	0	0
fat000435	0	1	0	6	1	0
fat000436	0	1	0	5	1	0
fat000437	0	2	0	5	0	0
fat000438	2	1	1	4	1	0
fat000439	1	1	-1	4	0	1
fat000440	3	2	2	3	3	0
fat000441	0	1	0	8	2	0
fat000442	1	1	-1	4	1	0
fat000443	0	0	0	2	0	0
fat000444	0	0	-1	0	1	0
fat000445	0	0	0	1	0	0
fat000446	0	1	0	2	0	0
fat000447	1	1	0	8	1	0
fat000448	0	1	0	3	1	0
fat000449	1	1	0	8	0	0
fat000450	0	2	0	5	0	0
fat000451	0	1	0	2	0	0
fat000452	0	3	0	4	0	0
fat000453	1	1	0	2	0	0
fat000454	0	3	0	4	0	0
fat000455	2	0	0	9	0	0
fat000456	0	3	1	2	0	0
fat000457	0	6	0	4	1	0
fat000458	1	7	2	7	1	0
fat000459	0	2	0	8	0	0
fat000460	1	1	1	5	0	0
fat000461	0	3	-1	7	1	0
fat000462	0	2	-1	5	1	0
fat000463	0	3	0	5	0	0
fat000464	0	1	0	5	0	0
fat000465	0	1	0	6	0	0
fat000466	0	1	0	5	1	0
fat000467	0	1	0	8	0	0
fat000468	0	1	0	0	1	0
fat000469	0	1	0	1	1	0
fat000470	1	0	0	1	0	0
fat000471	0	2	1	1	0	0
fat000472	0	0	0	4	0	0
fat000473	1	1	0	3	2	0
fat000474	1	0	0	2	8	0
fat000475	3	3	2	5	1	0
fat000476	0	0	-2	3	0	0
fat000477	0	1	0	4	2	0
fat000478	0	3	-2	5	1	1
fat000479	0	0	0	1	1	0
fat000480	0	2	0	5	0	0
fat000481	0	3	0	3	1	0
fat000482	0	2	0	0	0	0
fat000483	1	9	-1	8	0	1
fat000484	0	10	0	10	0	0
fat000485	1	3	1	5	0	0
fat000486	1	0	0	3	9	0
fat000487	0	0	0	0	2	0
fat000488	0	2	-2	4	1	0
fat000489	0	2	0	1	-1	0
fat000490	0	1	0	2	0	0
fat000491	1	1	0	12	0	0
fat000492	1	0	-1	9	0	0
fat000493	1	1	-1	11	0	0
fat000494	0	0	0	5	1	0
fat000495	1	2	-1	9	0	0
fat000496	0	1	0	5	1	0
fat000497	0	1	0	4	0	0
fat000498	1	0	-1	3	9	0
fat000499	1	2	0	3	5	0
fat000500	4	0	0	2	1	0
fat000501	5	5	6	1	0	1
fat000502	1	3	-1	11	1	0
fat000503	0	1	-1	3	1	0
fat000504	0	2	-2	11	0	0
fat000505	0	1	-1	7	1	0
fat000506	0	1	-1	10	0	0
fat000507	1	5	0	5	0	0
fat000508	2	2	0	14	0	0
fat000509	1	2	-1	7	0	0
fat000510	1	0	0	10	1	0
fat000511	0	0	0	8	0	0
fat000512	1	0	0	5	2	0
fat000513	-1	3	-1	9	1	0
fat000514	0	2	-1	10	1	0
fat000515	4	3	0	1	1	0
fat000516	2	6	0	0	1	2
fat000517	1	0	0	3	9	0
fat000518	0	3	-3	4	0	0
fat000519	2	0	-1	2	9	0
fat000520	1	2	2	8	2	0
fat000521	0	1	-1	2	2	0
fat000522	1	0	-1	3	9	0
fat000523	1	0	2	7	1	0
fat000524	3	0	0	6	1	0
fat000525	1	0	1	2	0	2
fat000526	2	2	0	2	1	0
fat000527	0	5	0	1	1	0
fat000528	1	0	1	12	0	0
fat000529	2	1	-1	0	2	0
fat000530	1	1	1	2	0	0
fat000531	1	1	-1	7	0	0
fat000532	1	2	-1	4	0	0
fat000533	1	0	0	3	8	0
fat000534	0	2	0	1	2	1
fat000535	0	2	-2	2	0	0
fat000536	0	2	-2	0	0	0
fat000537	0	1	1	3	2	0
fat000538	0	1	0	6	0	0
fat000539	0	0	0	1	0	0
fat000540	0	0	-1	1	-1	0
fat000541	0	1	1	3	3	0
fat000542	0	1	0	2	0	0
fat000543	0	1	0	5	0	0
fat000544	1	0	-1	2	10	0
fat000545	0	1	-1	7	1	0
fat000546	0	1	0	3	1	0
fat000547	0	0	-1	7	1	0
fat000548	0	0	0	2	2	0
fat000549	1	4	-1	1	0	0
fat000550	1	4	-2	1	1	0
fat000551	1	2	0	2	0	0
fat000552	0	2	0	0	0	0
fat000553	0	1	0	0	0	0
fat000554	1	6	-2	2	4	1
fat000555	1	1	0	5	2	0
fat000556	0	0	0	5	4	0
fat000557	0	0	0	0	0	0
fat000558	0	1	0	2	0	0
fat000559	0	1	1	2	2	0
fat000560	0	0	0	4	2	0
fat000561	0	0	-1	1	0	1
fat000562	0	2	-1	3	0	1
fat000563	0	0	0	0	0	0
fat000564	1	0	-1	3	0	0
fat000565	0	3	-1	0	0	0
fat000566	1	1	0	2	1	0
fat000567	0	2	-1	1	3	0
fat000568	0	1	0	2	0	0
fat000569	0	0	-1	2	3	0
fat000570	0	2	1	4	0	0
fat000571	0	2	0	3	0	0
fat000572	1	1	0	3	0	0
fat000573	1	0	0	3	9	0
fat000574	0	6	-2	4	1	0
fat000575	0	3	1	4	0	0
fat000576	0	4	0	5	2	3
fat000577	0	4	2	3	1	0
fat000578	1	4	-1	1	0	0
fat000579	0	3	-1	2	0	0
fat000580	0	1	0	5	0	0
fat000581	0	1	0	6	0	2
fat000582	0	0	0	3	0	0
fat000583	0	1	0	3	0	0
fat000584	0	1	0	3	0	0
fat000585	0	2	0	5	0	0
fat000586	0	1	-1	3	0	0
fat000587	0	1	0	3	0	0
fat000588	0	2	0	0	0	0
fat000589	1	2	1	2	0	1
fat000590	0	1	1	1	0	1
fat000591	0	1	3	0	0	0
fat000592	1	1	1	4	0	0
fat000593	0	3	-1	3	0	0
fat000594	0	2	0	5	1	3
fat000595	0	0	0	8	0	0
fat000596	0	1	0	2	0	-1
fat000597	0	1	0	8	0	1
fat000598	0	1	1	3	0	0
fat000599	0	2	0	2	0	0
fat000600	0	2	0	3	0	0
fat000601	0	1	2	3	0	0
fat000602	0	2	-1	5	0	1
fat000603	2	1	0	0	2	0
fat000604	0	3	-1	7	0	1
fat000605	0	1	0	6	1	0
fat000606	1	1	0	7	0	0
fat000607	0	0	0	5	0	0
fat000608	0	2	0	10	1	0
fat000609	0	1	1	6	1	0
fat000610	1	1	0	9	2	0
fat000611	1	1	0	9	2	0
fat000612	0	0	1	3	4	0
fat000613	0	2	0	10	1	0
fat000614	0	1	1	6	1	0
fat000615	1	1	1	8	1	0
fat000616	0	0	0	6	0	0
fat000617	0	0	1	3	4	0
fat000618	0	0	1	3	3	0
fat000619	1	2	0	2	5	0
fat000620	0	1	0	4	1	1
fat000621	1	1	0	2	5	0
fat000622	0	0	1	4	2	1
fat000623	0	1	1	2	0	0
fat000624	1	1	0	3	5	0
fat000625	0	0	0	4	1	1
fat000626	0	1	1	2	0	0
fat000627	0	1	1	3	0	0
fat000628	0	1	0	3	1	0
fat000629	0	1	0	3	2	0
fat000630	0	2	1	6	2	0
fat000631	0	1	0	3	2	0
fat000632	0	3	1	7	2	0
fat000633	0	2	0	5	0	0
fat000634	0	1	0	7	0	-1
fat000635	0	2	0	3	0	0
fat000636	2	3	3	9	2	0
fat000637	0	1	1	1	6	1
fat000638	1	0	0	4	11	0
fat000639	0	4	-4	7	2	0
fat000640	0	1	1	2	2	0
fat000641	3	10	0	15	5	1
fat000642	2	1	1	8	1	0
fat000643	0	1	1	6	3	0
fat000644	0	1	0	6	1	0
fat000645	3	2	0	4	0	0
fat000646	11	2	1	3	1	0
fat000647	11	2	0	4	2	0
fat000648	1	4	1	9	1	0
fat000649	0	1	-1	2	1	0
fat000650	0	3	-1	7	1	0
fat000651	0	0	0	6	1	0
fat000652	0	2	0	2	1	1
fat000653	1	4	0	8	3	0
fat000654	1	3	0	4	1	0
fat000655	0	0	0	7	2	0
fat000656	2	2	0	3	0	1
fat000657	0	3	0	10	0	0
fat000658	1	1	0	8	1	0
fat000659	0	2	0	2	1	0
fat000660	0	0	1	3	1	0
fat000661	1	2	0	7	1	0
fat000662	1	0	0	0	0	0
fat000663	0	1	-1	1	1	0
fat000664	0	2	0	3	2	0
fat000665	0	5	-1	4	1	0
fat000666	1	2	0	3	1	1
fat000667	1	2	0	2	1	0
fat000668	2	6	0	0	2	0
fat000669	0	2	-1	3	0	0
fat000670	1	1	-1	0	0	1
fat000671	0	1	0	0	1	0
fat000672	0	3	-1	3	1	0
fat000673	0	3	0	1	1	0
fat000674	1	1	-1	2	0	0
fat000675	0	3	0	1	0	0
fat000676	0	1	0	5	1	0
fat000677	0	1	0	1	0	1
fat000678	0	2	-1	4	0	0
fat000679	1	0	0	5	1	0
fat000680	-1	3	0	2	1	0
fat000681	2	8	-1	12	3	1
fat000682	0	3	-1	5	0	0
fat000683	0	3	1	3	2	0
fat000684	1	2	0	2	0	1
fat000685	5	1	3	1	2	0
fat000686	0	2	0	7	2	1
fat000687	1	2	1	0	1	0
fat000688	0	1	1	3	1	0
fat000689	1	2	0	0	0	0
fat000690	2	2	-1	12	3	0
fat000691	0	3	1	4	0	0
fat000692	1	1	-1	3	3	0
fat000693	1	0	0	3	9	0
fat000694	0	1	-2	6	0	0
fat000695	0	0	-1	0	0	0
fat000696	1	2	0	5	0	0
fat000697	1	0	1	9	0	0
fat000698	0	5	-1	3	2	1
fat000699	5	4	3	6	0	0
fat000700	0	1	0	3	1	0
fat000701	1	1	0	1	0	0
fat000702	0	1	-1	1	2	1
fat000703	0	1	0	3	1	2
fat000704	4	5	3	3	1	1
fat000705	2	1	1	0	0	0
fat000706	3	2	0	2	0	1
fat000707	1	0	0	1	1	1
fat000708	1	2	0	1	0	0
fat000709	1	0	1	3	1	0
fat000710	3	7	-1	9	7	2
fat000711	2	3	-1	3	2	0
fat000712	0	3	1	0	2	0
fat000713	0	1	0	7	1	0
fat000714	0	9	0	10	3	0
fat000715	2	2	1	3	3	0
fat000716	3	1	1	6	2	1
fat000717	0	1	0	3	2	0
fat000718	0	1	0	3	0	0
fat000719	0	0	0	1	2	0
fat000720	2	2	0	2	1	0
fat000721	0	2	-1	1	0	1
fat000722	0	2	0	2	0	0
fat000723	0	1	0	1	1	0
fat000724	1	3	2	4	1	0
fat000725	4	4	3	3	0	1
fat000726	0	1	0	1	1	0
fat000727	1	1	0	1	1	0
fat000728	2	1	1	5	2	0
fat000729	1	1	0	3	2	0
fat000730	1	5	2	1	1	2
fat000731	1	2	0	6	1	0
fat000732	1	0	0	4	11	0
fat000733	0	1	-2	5	1	0
fat000734	0	3	-1	8	-1	-1
fat000735	1	1	0	11	0	0
fat000736	1	0	-1	10	0	0
fat000737	0	0	-1	8	0	0
fat000738	1	1	-1	11	0	0
fat000739	0	1	0	11	2	0
fat000740	0	4	-1	2	2	0
fat000741	0	1	0	4	1	0
fat000742	0	1	0	5	0	0
fat000743	0	1	0	7	1	0
fat000744	1	0	-1	3	9	0
fat000745	1	0	0	1	1	0
fat000746	5	1	7	1	0	0
fat000747	2	4	-1	0	0	0
fat000748	0	1	0	1	0	1
fat000749	0	3	-1	9	0	0
fat000750	0	1	-1	3	0	0
fat000751	0	1	-1	6	1	0
fat000752	1	2	-1	7	0	0
fat000753	1	2	0	4	1	0
fat000754	0	1	0	10	0	0
fat000755	0	4	-1	7	0	0
fat000756	0	2	0	5	0	0
fat000757	0	0	0	7	0	0
fat000758	0	2	-2	2	0	0
fat000759	0	1	0	13	0	0
fat000760	0	2	-1	9	1	0
fat000761	0	1	-1	9	0	0
fat000762	1	2	0	3	0	0
fat000763	0	3	0	7	0	0
fat000764	1	2	0	8	0	0
fat000765	0	2	0	7	0	0
fat000766	0	1	0	12	1	0
fat000767	1	2	-1	10	0	0
fat000768	0	0	-1	9	0	0
fat000769	0	0	0	8	0	0
fat000770	1	0	0	4	1	0
fat000771	0	1	-1	6	0	0
fat000772	0	2	0	6	1	0
fat000773	0	2	-1	9	1	0
fat000774	0	2	0	10	0	0
fat000775	0	3	0	3	0	1
fat000776	0	1	1	6	0	0
fat000777	1	1	0	4	2	0
fat000778	0	2	-1	3	1	0
fat000779	0	4	-1	3	2	0
fat000780	1	0	0	3	9	0
fat000781	0	2	-3	4	1	0
fat000782	0	5	0	2	1	0
fat000783	0	1	0	8	0	0
fat000784	0	0	0	5	0	0
fat000785	0	2	0	1	0	0
fat000786	0	0	1	2	0	0
fat000787	1	2	0	9	1	0
fat000788	0	0	0	1	0	0
fat000789	0	0	0	6	0	0
fat000790	0	0	0	6	1	0
fat000791	0	0	0	5	0	0
fat000792	1	1	-1	2	2	0
fat000793	0	1	0	7	1	0
fat000794	0	2	0	4	2	0
fat000795	0	2	-1	3	0	0
fat000796	1	0	0	3	9	0
fat000797	0	2	-1	8	0	0
fat000798	2	0	1	5	0	0
fat000799	0	0	0	0	0	0
fat000800	0	2	1	0	2	0
fat000801	3	5	1	0	1	0
fat000802	1	3	0	0	0	0
fat000803	0	4	0	0	0	0
fat000804	1	5	1	0	0	0
fat000805	3	5	2	0	0	0
fat000806	1	2	0	5	1	0
