_NAME_	Factor1	Factor2	Factor3	Factor4	Factor5	Factor6	load	secondary
v000565	-0.224386448	-0.267096516	-0.316827455	0.1418463384	-0.03542106	-0.484830224	fac3	1
v000578	0.1282297491	0.5333844811	-0.226936781	0.1442143175	-0.052491658	-0.403251056	fac6	1
v000580	-0.274784449	-0.023392999	0.9616582254	-0.097321661	0.2160336623	-0.099700473		
v000585	-0.032659817	0.6240333798	0.003524994	-0.193588522	-0.268101863	0.2934838422		
v000586	-0.228368478	-0.307564536	-0.157710526	-0.206452536	-0.247529536	-0.044195405		
v000590	-0.011667383	-0.162453142	0.141319274	0.9195300443	-0.20478077	0.0821269123		
v000591	-0.062483349	0.2535903582	-0.052012801	-0.364211937	-0.022564527	0.0970982723		
v000599	-0.115512159	-0.189831446	-0.017327459	-0.479406231	0.6649717624	0.2836809145	fac4	1
v000604	-0.024164289	0.0022655462	-0.170332196	0.4012526643	0.7194419819	-0.068164041	fac4	1
v000608	0.1185063337	0.1013656928	-0.065994101	0.0026597764	-0.051216227	-0.160445917		
v000610	0.7481892849	0.1551416845	0.158871488	-0.013716584	0.1513906118	0.2507238648		
v000611	-0.084646705	-0.2902255	-0.289247836	0.6452524633	-0.11145072	-0.056300921		
v000614	0.9349024501	0.1701042951	-0.251601844	-0.170737532	0.4330099106	0.1121336995	fac5	1
v000616	-0.244741073	0.865974905	-0.222289826	0.0128455205	0.125837491	0.2631378662		
v000619	-0.074243441	-0.106313205	0.9270672769	-0.206917309	0.1573455865	-0.044878007		
v000622	-0.047871919	-0.269399337	0.0600581316	0.6125993033	0.4955559014	0.0474351134	fac5	1
v000623	-0.144406682	-0.251293747	-0.11275901	0.0600671646	-0.471464367	0.061357664		
v000624	-0.226721284	0.9395283074	-0.165711323	-0.272719224	0.1838699125	0.2489612925		
v000630	-0.125425358	-0.310737248	0.2882296132	-0.254498018	-0.158318625	0.0010213598		
v000639	0.0731527682	0.0014465821	1.0451546161	-0.105201744	0.0876170461	-0.089051948		
v000641	0.0172135183	-0.063487934	0.4563472143	-0.149075849	-0.08865544	-0.10255932		
v000647	-0.235184841	-0.10030048	-0.225486246	-0.182981966	-0.270459006	0.8892216148		
v000649	-0.18677117	-0.134397849	-0.336421007	0.6504792697	0.1113838392	-0.380232921	fac6	1
v000652	-0.057435431	0.2184889324	-0.193271668	-0.51134846	0.0678808015	0.165256493		
v000653	-0.285947264	-0.271024098	-0.456128594	-0.259902577	-0.043968313	-0.53886297	fac3	1
v000655	-0.231493999	-0.468162349	-0.286015555	0.1742784058	0.5547966273	-0.267031364	fac2	1
v000658	-0.321791011	-0.20610392	-0.337902756	-0.362383135	-0.05356415	-0.414493493	fac4	1
v000659	-0.127071789	-0.13386688	0.0724146942	-0.385281191	0.4782593765	0.4370019062	fac6	1
v000665	-0.059204443	0.0022532965	0.2687845111	0.371822415	-0.086339922	0.5119651867	fac4	1
v000666	0.7615798113	0.1195248962	-0.193506332	-0.038420974	0.3887868314	-0.03183003	fac5	1
v000668	-0.092648274	0.2237565943	0.4167032339	-0.138008616	-0.020444611	-0.209640649		
v000672	-0.117244657	-0.299953731	-0.216528678	-0.1106368	-0.12332972	-0.017674101		
v000675	-0.226927859	-0.042039582	-0.134336067	-0.198759336	-0.43361698	0.1201894524		
v000680	0.0777396956	0.6724299232	0.0778959799	0.0424161014	-0.1588651	-0.315722525	fac6	1
v000684	0.9900941718	-0.185553172	-0.16097648	-0.249480784	0.0018807851	-0.102133353		
v000688	-0.209973086	-0.190056605	0.1467378788	0.3801604447	-0.093171971	0.3549168709	fac6	1
v000689	-0.186241624	-0.139349567	-0.258069376	0.0969981536	-0.574369072	-0.031136026		
v000693	-0.396316595	-0.137141796	-0.346832225	-0.549014607	-0.050182102	-0.290244542	fac1	1
v000705	0.1664318249	0.4451209964	-0.410678169	-0.009470565	0.5319900279	0.2894544131	fac2	1
v000713	1.305001188	-0.389286414	-0.247962061	-0.238498687	-0.170186307	-0.276816377	fac2	1
v000717	-0.230658741	0.4405019317	-0.052032588	-0.032445452	-0.226225071	0.1348651809		
v000718	-0.287561658	-0.213442523	-0.404763277	-0.27616128	-0.103618072	-0.489943497	fac3	1
v000720	0.2393346577	0.4358464569	-0.284098894	0.2625713895	0.0561677102	-0.246870465		
v000725	-0.207881646	-0.33997304	0.4903054998	-0.265658475	0.6791224559	0.2082289331	fac3	1
v000726	-0.3645792	-0.014761611	-0.344267416	-0.32868388	0.011682674	-0.319428598	fac3	1
v000728	0.0599111605	-0.030887416	-0.195284809	0.6005984337	0.5047630386	0.0643543493	fac5	1
v000735	-0.081103366	-0.068052445	0.1193410056	0.8126542327	0.2926166033	0.0267281052		
v000738	-0.124165934	-0.048859977	0.9293132482	0.1214466767	-0.082615935	-0.0457032		
v000742	0.0302315808	-0.177505422	0.5000906285	-0.283169298	0.0993710516	-0.027747801		
v000745	-0.060930773	-0.197933952	-0.160884631	0.2648877107	0.6341774961	0.1693478316		
v000746	-0.060373867	-0.031909301	0.4933672121	0.4362044538	0.6124318011	0.0586871441	fac3	1
v000747	-0.040629417	-0.109879727	0.6674931021	0.1152386274	-0.090157197	0.0686001517		
v000751	-0.308139046	0.2032554829	-0.408931216	0.0031247925	0.4846084221	-0.223843565	fac3	1
v000759	-0.172120574	0.8331057454	0.0351703877	-0.214647908	-0.256569622	-0.43258585	fac6	1
v000760	1.17857949	-0.222471645	-0.116248097	-0.126176446	-0.053504937	-0.057735777		
v000763	-0.079628142	-0.209239438	0.160080581	-0.209074598	0.0142332765	-0.149371189		
v000765	-0.328762308	0.8710763314	-0.376981501	-0.20696189	-0.005723767	0.1612651466	fac3	1
v000766	-0.296797213	-0.058529795	-0.478385814	0.0645151727	0.4132904376	-0.153905771	fac5	1
v000768	1.1421058025	-0.171607858	-0.027602483	-0.301917557	0.0475946643	0.1505514289	fac4	1
v000774	0.6824343063	0.085978118	0.2840293071	0.1708944685	-0.081868003	0.430232861	fac6	1
v000775	-0.219653815	1.1472405288	-0.014373083	-0.201998044	-0.10282575	-0.258847689		
v000778	0.0948619356	0.0239488015	-0.278541852	-0.564727279	0.0143681296	0.5625212157	fac6	1
v000779	0.1293163253	0.5777836489	-0.118980451	-0.080664971	0.2384501072	0.1866879045		
v000787	-0.274938007	-0.188779399	-0.212376024	-0.236125365	-0.114530571	-0.232761697		
v000799	-0.239258587	-0.289936819	-0.297609466	-0.182315164	-0.16244269	0.0858032509		
v000804	-0.125206386	-0.005280012	-0.207540635	0.6392539168	-0.444676142	0.6320891387	fac6	1
v000805	-0.341609441	0.6085600562	0.3888972743	-0.24387892	0.1289389347	0.007397151	fac3	1
v000806	-0.084208683	0.4442108742	0.4359244171	-0.038933353	0.1524376752	-0.017914167	fac3	1
v000807	-0.102720245	-0.193034575	-0.056484177	0.0013339276	-0.465437914	0.1142940023		
v000814	-0.017268446	0.2297098314	0.0867429472	0.3121025259	0.0699378837	-0.145926939		
v000823	0.4975339176	0.314814063	-0.260500056	-0.293443427	0.3946162262	-0.035831727	fac5	1
v000835	-0.044033633	0.2399506698	0.8429345685	-0.074095398	0.3047741527	-0.037195548	fac5	1
v000837	0.8543187579	0.2427250648	-0.189007026	0.1105903917	0.0581855688	0.128763994		
v000839	-0.111903924	-0.29192321	-0.076134187	0.1076988526	0.595852074	0.502462936	fac6	1
v000840	0.1097670147	0.1585982811	0.058227341	0.6637284297	-0.03689332	-0.038282274		
v000841	-0.220404663	0.4641775712	0.0535690215	-0.0392046	0.2593842812	-0.013630598		
v000855	-0.183611697	0.9883792655	-0.152050108	-0.251473034	0.066009436	0.2159564921		
v000856	0.0625985449	0.5401339009	-0.264305909	0.2985441173	0.1313506755	0.0756779535		
v000859	-0.048013645	-0.075859717	0.0016735022	0.8782016376	-0.031591542	0.0257257889		
v000867	-0.183541101	-0.174544428	-0.164795447	-0.293000359	-0.326371706	-0.051034391		
v000871	-0.216688956	-0.456810965	-0.103199757	-0.255791489	-0.0119693	0.7968188557	fac2	1
v000873	-0.232045236	-0.357908094	0.7192614533	-0.256435796	0.0405347007	-0.044865551	fac2	1
v000874	-0.201497048	-0.365148748	0.8222521865	-0.231436842	0.1719916868	-0.076734773	fac2	1
v000876	-0.084777484	-0.177813331	-0.022060208	0.9438735361	0.1330504892	-0.139362437		
v000877	-0.257288393	0.3648787797	-0.291865038	0.1815577189	0.2279993084	0.1080842694		
v000878	-0.118881388	-0.141274119	0.1128477616	0.7543947537	0.0358761818	-0.099515052		
v000881	1.0057931683	0.0578696982	-0.361256118	0.5517629654	0.0475129463	-0.301379137	fac4	1
v000882	0.1001619245	0.3777990119	0.5541152273	0.2096635955	0.0118345696	-0.21778135	fac2	1
v000883	-0.159007923	-0.295981267	0.5769332826	-0.174530599	-0.027041209	-0.130661676		
v000884	-0.024015352	-0.035995335	0.7096004095	0.2926727625	0.3941073443	0.0069308305	fac5	1
v000887	0.0977757804	0.7176912648	-0.05673879	-0.236990961	-0.230417835	-0.011125648		
v000894	0.2832534675	0.5495035002	-0.30831027	-0.041056693	-0.001699388	-0.238314221	fac3	1
v000896	0.6469677192	0.3015993593	0.328282824	-0.091084575	0.2041976008	-0.335013221	fac6	1
v000900	0.4793690732	-0.028987126	0.7518456083	0.0303967398	0.2236299881	0.0717015936	fac1	1
v000908	-0.196624034	0.8751984784	-0.21566236	-0.094753129	-0.128401301	0.2384435227		
v000909	-0.249014893	0.2316130185	-0.376577636	-0.531038272	0.2627129401	-0.056027017	fac3	1
v000910	-0.272259289	-0.227108188	0.0539047643	-0.174137792	-0.350390496	-0.280673732		
v000912	-0.254301357	0.8971729115	-0.171782421	-0.167924709	0.2193865367	0.1559108229		
v000921	1.1406442627	0.1155111277	-0.229781661	-0.039824735	0.0296679391	-0.19404972		
v000923	-0.160406426	-0.074006635	0.8027901798	0.0004168836	-0.111918179	-0.218177062		
v000929	-0.100934696	-0.134528297	-0.049411097	0.7413311328	-0.097711064	0.0079608897		
v000934	-0.204692209	-0.690173594	-0.312767564	-0.176479739	0.7858830422	0.011797522	fac2	1
v000940	0.5171101976	0.3442170956	-0.014540373	-0.271166157	0.3677371446	0.1600422537	fac5	1
v000941	0.6474548813	0.1378325801	0.1667783701	-0.049083341	0.1025497051	0.5037877891	fac6	1
v000943	-0.268061655	-0.187074844	-0.275624366	-0.252282263	-0.070552609	-0.381779637		
v000951	-0.153397406	-0.243660416	0.6800920495	-0.178038514	-0.020852333	-0.24717781		
v000956	0.0178004726	-0.054161989	-0.296796784	-0.120674351	-0.492326395	0.8676154371	fac5	1
v000958	-0.114977053	-0.258428822	-0.073039079	0.4874528551	-0.034241914	-0.09509821		
v000964	-0.13826724	-0.209436493	0.5323275062	-0.188895535	-0.129485583	0.0004607503		
v000967	-0.146652252	-0.220829078	-0.099288963	0.2563767116	-0.567521463	-0.018607495		
v000981	0.023756131	0.2257560349	-0.229254102	0.1386365292	0.3524513938	0.0413234422		
v000997	0.1748793986	0.4262747886	-0.188010571	-0.071277384	0.3940674037	0.0853417799	fac5	1
v001003	-0.227860771	-0.191817361	0.0694432014	-0.181989791	-0.384140989	-0.090898398		
v001005	0.1475541176	-0.138712294	-0.322393985	-0.345631029	0.2899746044	0.5126037555	fac4	1
v001007	-0.0136927	0.9849858876	0.0134722865	-0.05878325	0.1021845914	-0.210983142		
v001014	-0.226751794	-0.349588356	-0.041561547	-0.006190309	-0.61652412	0.2060631963	fac2	1
v001021	-0.002083273	0.4050476151	0.4869617348	0.0521976014	0.1676955069	0.1622307674	fac2	1
v000008	-0.083392069	0.2554104762	-0.30136902	0.4290477715	0.291778784	0.1330734482	fac4	
v000011	-0.159186169	0.4107943529	-0.162123295	0.3237665662	-0.151204465	-0.053108031	fac2	
v000018	-0.089555716	0.0472924167	-0.034942222	0.3440946339	-0.904551914	0.5730813714	fac5	
v000019	0.3092371379	0.0933097668	-0.251743329	0.4267836529	0.4226765916	-0.1017648	fac4	
v000023	-0.134218539	-0.105447937	-0.122173187	0.5956367587	0.1597712241	-0.260172281	fac4	
v000024	-0.146616136	-0.392873545	0.5723869683	-0.272960764	0.0717193707	-0.169778451	fac3	
v000027	-0.09110822	-0.119705023	-0.237988464	0.765901413	-0.164970839	-0.197806969	fac4	
v000028	-0.185055932	-0.268710822	-0.038617392	0.0786972899	-0.656768142	-0.03123754	fac5	
v000034	1.0596107235	0.1338097917	-0.136297304	0.1030337673	-0.029852859	-0.068175353	fac1	
