_NAME_	Factor1	Factor2	Factor3	Factor4	Factor5	Factor6	load	secondary
v000008	-0.083392069	0.2554104762	-0.30136902	0.4290477715	0.291778784	0.1330734482	fac3	1
v000011	-0.159186169	0.4107943529	-0.162123295	0.3237665662	-0.151204465	-0.053108031	fac4	1
v000018	-0.089555716	0.0472924167	-0.034942222	0.3440946339	-0.904551914	0.5730813714	fac6	1
v000019	0.3092371379	0.0933097668	-0.251743329	0.4267836529	0.4226765916	-0.1017648	fac5	1
v000023	-0.134218539	-0.105447937	-0.122173187	0.5956367587	0.1597712241	-0.260172281		
v000024	-0.146616136	-0.392873545	0.5723869683	-0.272960764	0.0717193707	-0.169778451	fac2	1
v000027	-0.09110822	-0.119705023	-0.237988464	0.765901413	-0.164970839	-0.197806969		
v000028	-0.185055932	-0.268710822	-0.038617392	0.0786972899	-0.656768142	-0.03123754		
v000034	1.0596107235	0.1338097917	-0.136297304	0.1030337673	-0.029852859	-0.068175353		
v000040	-0.182649045	0.5587708791	-0.483140775	0.0576564298	-0.2750169	0.2454790957	fac3	1
v000046	0.1746802065	-0.017077853	0.2723721179	0.1059491695	0.4733316351	0.0755055344		
v000047	-0.065641446	-0.185988528	0.4692775868	-0.085242618	0.831741791	0.1043970202	fac3	1
v000050	-0.282550989	0.1801217439	-0.246708127	-0.406042061	-0.159160643	-0.121047878		
v000055	-0.397541997	-0.153713442	-0.384995042	-0.463715828	0.7984358587	0.0228569525	fac4	1
v000059	0.8179522407	0.1739408579	-0.293015446	0.3199551641	0.0791595114	0.0840025476	fac4	1
v000067	-0.263986227	0.2447962275	-0.06970152	-0.113456717	0.0611943279	-0.098181778		
v000071	-0.125866797	0.0531555339	-0.166146116	0.1694143336	0.1289628511	0.0952951128		
v000073	1.0751783925	-0.281264287	-0.268629123	0.00796534	-0.000987844	-0.04360621		
v000077	0.7537146931	0.1788360098	0.1787549437	-0.253773564	0.1757485261	0.3532298337	fac6	1
v000079	0.0285203163	-0.082046027	-0.068548053	0.6188067035	-0.126678592	0.1275954266		
v000088	0.8648238265	0.1595568915	0.0369071875	0.2138363977	0.1515325857	0.1688922154		
v000090	-0.256292531	-0.249902313	-0.347444313	0.0309216684	-0.308937642	-0.035169751	fac5	1
v000091	-0.308878173	0.3357555564	-0.3907923	0.2654480294	0.0133087259	0.073200315	fac2	1
v000093	1.0118540076	-0.620911492	-0.252091146	-0.1141332	0.3206019208	-0.078311874	fac2	1
v000102	-0.169238554	-0.196699568	-0.128299023	0.833073306	-0.004085922	0.1727604786		
v000104	-0.113718212	-0.255582922	-0.404891354	0.6158330062	0.2754839206	0.5432914196	fac6	1
v000107	0.1457564515	0.3453151003	-0.361712987	0.310179553	0.3511521474	-0.177763145	fac5	1
v000115	0.0183950201	0.5498006143	0.1825242359	0.0397470324	-0.10543879	-0.009388289		
v000116	-0.017713739	0.2461652411	0.007923951	0.9186662185	0.0119967111	-0.218991698		
v000119	-0.188519369	-0.145016882	0.2021075635	-0.06001471	-0.178139117	-0.361104997		
v000125	-0.20640746	0.9808233611	0.3216917189	-0.075345671	-0.102813267	-0.189906333	fac3	1
v000133	0.8750306239	-0.099685484	-0.260867716	0.2382638798	0.246142709	0.2963657682		
v000134	-0.002524524	-0.174473397	0.9169366106	0.0489487276	0.1159114546	-0.004673007		
v000136	0.997271224	-0.258363534	-0.129469629	-0.158709587	-0.027700758	-0.175491369		
v000137	-0.174889699	-0.290719724	0.1248604256	0.2137696221	0.5584355249	-0.121973461		
v000143	1.2519197516	-0.275150016	-0.220024165	-0.189607982	-0.125684408	-0.157405516		
v000144	-0.232342232	-0.258653757	0.3937944527	-0.140275779	-0.272073964	-0.366777117	fac6	1
v000145	-0.125431205	-0.208301466	-0.015946527	-0.055428651	-0.087535787	-0.078694342		
v000148	-0.068871189	-0.219607228	-0.220017437	-0.265754801	-0.143279557	-0.112713797		
v000152	-0.045293433	-0.002663918	1.0774693107	-0.010857004	0.0814926798	-0.065837973		
v000157	-0.204454698	-0.159169624	-0.194603672	0.4026523131	-0.55141964	0.2857946876	fac4	1
v000162	-0.273965173	-0.091258039	-0.189322984	-0.068578854	-0.685624795	0.3637109299	fac6	1
v000168	-0.234954139	0.0960711429	-0.216100704	0.2777240816	-0.990126837	0.6343164441	fac6	1
v000173	-0.097716613	-0.426793664	-0.159304844	0.1866548407	-0.183274534	0.7828130655	fac2	1
v000176	1.0095437046	-0.066436449	0.0797741199	-0.301529322	0.1000503016	0.1777734825	fac4	1
v000179	-0.048785754	-0.168496573	0.2079264691	0.1210372668	-0.116943705	0.0069709699		
v000180	0.0089473578	-0.186505638	-0.189755612	-0.220623488	0.056696736	1.0937516056		
v000187	-0.172833832	0.7023168161	-0.193749036	0.1860811781	0.1775965718	-0.025883689		
v000188	0.0136267102	0.3515167928	0.537569135	-0.219148096	-0.096999257	0.5352348019	fac6	1
v000194	-0.099774005	-0.23441249	-0.128238812	0.6114638946	-0.481252042	0.0557024589	fac5	1
v000195	-0.329688222	0.0558359475	-0.171629388	-0.111431609	0.0749134674	-0.118958405		
v000198	-0.04155797	-0.009717251	-0.37281653	0.4902657418	0.1977444323	-0.227158712	fac3	1
v000199	-0.217668983	-0.236689297	-0.229420134	-0.156955422	0.0418784499	-0.187915465		
v000204	0.0812467935	0.3700010618	0.1227671655	0.5701362626	-0.074733673	0.1966319422	fac2	1
v000208	-0.077813129	-0.000389268	0.2909335681	0.6987965578	-0.278976397	0.1648008021		
v000220	-0.22391986	-0.324001552	-0.093178651	0.1247310121	1.035999379	0.1878964152	fac2	1
v000224	1.3342864312	-0.504412947	-0.187313839	-0.214551663	-0.283165114	-0.282454346	fac2	1
v000228	-0.236463513	0.1820815665	-0.334824693	0.6159361082	0.171379972	-0.252287995	fac3	1
v000230	0.0460193491	0.0257008811	-0.154047178	0.7568196575	-0.038713028	0.0097254989		
v000234	-0.306516233	-0.121510821	-0.325019513	-0.280668564	-0.072020896	-0.370125732	fac3	1
v000238	0.9036633598	-0.419877372	0.4721474537	0.0246233159	0.1163308128	0.0411932765	fac3	1
v000244	-0.169240408	-0.180163947	0.2476641872	-0.284596367	-0.277643703	-0.149490052		
v000245	0.0877972898	0.3443258209	0.0096636663	0.3803605439	0.1464183531	0.1121025288	fac2	1
v000248	0.0232411089	-0.174351954	-0.282674786	0.0003236251	0.080825948	1.1587862843		
v000251	0.1293716427	0.4334389626	-0.160794887	-0.177723837	-0.091314313	0.3319817366	fac6	1
v000252	0.079090289	-0.192262195	0.3131805941	-0.255498412	-0.100309417	-0.049704421		
v000257	-0.075269899	-0.257709299	-0.02687679	0.6588125877	0.1191227589	-0.171223427		
v000261	-0.190272075	-0.462046518	0.0486469108	0.1218566298	1.0032736418	0.2618120936	fac2	1
v000263	0.6679360186	0.186306584	0.1374825754	-0.20945267	0.1206329601	0.2490609612		
v000268	-0.201862395	-0.127061141	0.6237713103	-0.157206518	-0.287956919	-0.281882192		
v000271	-0.264626364	-0.124439922	-0.008548029	0.6518529814	0.5243070492	-0.24452552	fac5	1
v000272	-0.251689091	-0.188940115	-0.209173798	-0.130163973	-0.394434668	0.0785848048		
v000275	-0.028343097	0.9036410148	-0.118145396	-0.364235781	0.079775655	0.4696804377	fac6	1
v000277	-0.065957176	-0.304040927	0.0645875746	-0.170371972	-0.009372749	-0.107244321		
v000281	-0.221731126	-0.188129994	-0.161377831	0.1324593188	-0.641722096	0.0207672998		
v000284	-0.111911155	-0.166220926	0.2537843397	0.6607526568	0.2097548877	-0.002600064		
v000286	-0.281518376	-0.370566294	-0.241990802	-0.291968398	-0.292871784	0.868194756	fac2	1
v000288	-0.214844364	1.0028914457	-0.014400385	-0.049474283	0.1672209178	-0.362649693	fac6	1
v000289	-0.290770478	-0.237158725	0.8179255669	0.0661704438	0.4637944751	-0.106906555	fac5	1
v000293	-0.256060797	-0.228107426	-0.247729019	-0.109566278	-0.603720153	0.0216530244		
v000296	0.0990665509	0.1116531848	-0.100645517	-0.0835403	0.0575433155	0.7066932677		
v000297	-0.094746874	-0.257580287	-0.193636473	0.6982198464	0.4393849756	-0.138848006	fac5	1
v000303	-0.047850416	-0.34505826	-0.120330565	0.2718591045	0.7626994003	0.2069850642	fac2	1
v000304	-0.10040554	-0.029134378	-0.11802481	0.5902004546	0.2841919113	-0.074670276		
v000305	-0.27399493	-0.24043468	-0.446390447	-0.261190914	-0.196417554	-0.435168936	fac6	1
v000306	0.0397923544	0.334622224	-0.331724115	0.6436335714	0.1317061623	-0.087643842	fac2	1
v000307	0.0192746122	0.5843680618	-0.30156252	0.0742684875	-0.040904405	0.1159823214	fac3	1
v000309	-0.146898646	-0.040325733	-0.337972375	0.1752796644	0.6078800629	0.5451512551	fac6	1
v000315	-0.184251361	-0.086213481	0.7690003724	-0.08621871	-0.126815449	-0.265315131		
v000322	-0.174986377	-0.066238652	-0.276694902	0.701733381	0.1388690615	-0.226491602		
v000323	-0.040217524	0.4201851013	-0.305229081	0.4808754285	0.0146774922	-0.418105879	fac2	1
v000324	0.0547514689	0.0666146379	-0.39195342	0.5834592362	0.228306713	-0.016504308	fac3	1
v000328	0.018243583	-0.056298919	0.8140934427	0.0148829782	0.1420870855	0.1639105956		
v000329	0.0228701167	0.0496135344	0.7746616718	0.3472882037	0.1837588496	0.0282026235	fac4	1
v000332	0.0292126916	0.6677151798	-0.288314302	-0.031314485	-0.055741457	-0.415275279	fac6	1
v000335	-0.120596393	-0.045469268	-0.243559208	0.3463352181	0.1259348212	-0.077312862		
v000336	1.2362930463	-0.276365794	-0.21702716	-0.132237642	-0.118936909	-0.152038113		
v000338	1.0639490169	-0.160018849	-0.016884845	0.0548564355	0.105575611	0.128791495		
v000344	-0.168182447	-0.13570141	0.3344656681	-0.259710226	-0.133217245	-0.25624051		
v000346	-0.022265204	0.0831318237	-0.16316184	-0.264488256	0.1717412828	0.1794540392		
v000350	-0.135561422	-0.137229965	0.2871294469	0.0260788591	-0.163780505	-0.346370853		
v000351	-0.095391919	0.3094205135	0.7132995337	-0.029584808	0.0718302967	-0.182527323	fac2	1
v000352	-0.081945944	0.4662303596	0.348692882	-0.175894125	0.2796939757	-0.067355598	fac3	1
v000355	-0.228446784	0.0982166278	-0.462628001	-0.253827051	0.1227337958	-0.364682366	fac6	1
v000357	-0.14314882	-0.256868663	-0.133601619	-0.222296457	-0.472893165	-0.050473468		
v000359	0.42969817	0.4956153391	-0.220885214	0.0799028752	0.0471184599	0.1040293007	fac1	1
v000363	-0.228192098	-0.178796811	-0.489701415	0.1023189706	-0.051948979	-0.493209043	fac3	1
v000372	-0.078704831	0.0199834112	-0.165386214	0.6527250242	-0.782676518	0.4123295472	fac4	1
v000375	-0.298268667	-0.000021365	-0.341455183	-0.442968724	0.2319436946	-0.164212784	fac3	1
v000384	0.6909543175	-0.185018866	0.7901853311	0.1792170884	0.0729234129	-0.142420004	fac1	1
v000387	-0.158492618	-0.134513536	0.7438591142	-0.156180831	-0.263071642	-0.171849039		
v000390	0.0750301391	0.5963108488	0.0603212023	-0.289142957	-0.007637108	-0.068079174		
v000394	0.2954036553	0.1162204422	-0.197484665	-0.627703135	-0.020067162	0.6608825547	fac4	1
v000397	-0.080966639	0.3384682828	0.0188878919	0.1009711494	0.0813087261	0.4981742158	fac2	1
v000401	0.100498409	0.9089777379	-0.419543618	-0.53751169	0.2174764251	0.0600022682	fac4	1
v000407	-0.095982102	-0.022695329	-0.26051508	0.9858455594	-0.122353209	-0.233179109		
v000408	0.9646575231	0.1350284899	0.00058326	0.0685548797	0.2019308531	-0.020446909		
v000412	0.1891653071	0.1497175304	-0.148283797	-0.226743787	0.0729757035	0.5516492367		
v000414	0.8850959043	-0.083504156	-0.0154847	-0.136837193	0.1500112079	0.0353044937		
v000420	0.0068706458	-0.052459638	-0.216165209	-0.113851744	0.1125199775	-0.048576425		
v000421	-0.00021506	0.1885753897	-0.125695526	0.3379957026	0.378115276	0.2563304893	fac4	1
v000422	0.0138695164	0.3988249665	0.0311639923	-0.224009182	-0.082212224	0.6313731922	fac2	1
v000424	1.0526159913	-0.423264401	-0.200724045	-0.369009789	-0.292910796	-0.085284768	fac2	1
v000425	-0.299915145	1.0691669561	-0.165262196	-0.16631311	0.0243989928	-0.126189625		
v000429	-0.243115572	-0.199615721	0.0490666311	-0.144198002	-0.389522892	-0.223800154		
v000438	0.2636779689	0.8257367052	-0.083978584	-0.125152579	0.1261997923	0.1255446944		
v000440	-0.10198681	1.1872999377	0.1691428743	-0.063309071	-0.041128045	-0.367720081	fac6	1
v000443	-0.330851714	-0.349919357	-0.277763867	-0.096096649	0.5640595633	-0.160139369	fac2	1
v000447	-0.32033559	0.0639181697	-0.279843473	-0.156234465	0.0257178554	-0.184924967		
v000451	0.0354854216	-0.014610288	0.0130729553	0.4097897075	0.3244585783	0.1873592731	fac5	1
v000452	-0.020679181	0.147456742	0.7077273888	0.2024536787	-0.062280185	-0.027551385		
v000454	0.9631768634	0.058750383	0.3209266049	-0.08644857	-0.123599688	0.341685473	fac6	1
v000472	0.9560241846	-0.152600724	-0.072390129	-0.203567285	-0.075038805	-0.08948244		
v000473	0.014984106	0.0310673679	-0.238440962	-0.489594985	-0.112792603	1.1581947426	fac4	1
v000475	-0.294653062	-0.094194496	-0.219334972	-0.099130109	-0.675485541	0.1584940995		
v000476	-0.192670713	-0.013424112	0.4778675493	0.3090670302	-0.256736606	0.3390098713	fac6	1
v000478	1.0819283901	0.2161834203	-0.073973266	0.1133870217	-0.286296641	-0.044218441		
v000481	-0.207478463	-0.217476351	0.9279681135	-0.108962872	-0.047182369	-0.19913126		
v000487	-0.078489619	0.2193855588	-0.149768163	0.083005336	0.428867755	-0.09964507		
v000491	-0.242968913	-0.37614303	0.6066301627	-0.277913681	0.0481370316	-0.099606016	fac2	1
v000496	0.1180815954	0.4554695924	0.1003402751	-0.221109408	0.3018785934	0.3341897607	fac6	1
v000514	0.1763900299	-0.0815228	0.5977314929	-0.147487007	0.3025357337	0.4503516386	fac6	1
v000515	-0.054578657	0.0426020645	1.0472508357	-0.053289011	0.1855795936	0.0468290323		
v000520	-0.114873887	0.1987141605	-0.023272768	0.1518703463	0.6554087353	-0.177589907		
v000523	-0.151169183	0.1394329521	0.2635824696	-0.293438528	0.3795500389	0.0782860263		
v000532	0.5501073342	-0.097420772	-0.314746158	0.5912304452	0.5038973968	-0.137946071	fac1	1
v000534	-0.156129187	-0.179774688	-0.175164533	0.4036773099	0.6637762788	0.0588966323	fac4	1
v000536	-0.019531361	1.1427947911	-0.03425043	-0.076654219	-0.117721901	-0.139161783		
v000539	-0.224495082	1.091156809	-0.079379489	0.0314497967	-0.113203487	-0.145525152		
v000544	-0.219787985	-0.181363332	-0.038248956	-0.242602457	-0.380392339	0.1230730461		
v000545	-0.267054786	-0.323178968	-0.218890713	-0.006373039	-0.49163288	0.8694255053	fac5	1
v000550	1.1189416242	-0.310299746	-0.075525388	-0.351847701	-0.310013627	-0.175827771	fac4	1
v000552	0.0390207232	0.2479196781	-0.09526603	-0.329750325	0.214480696	0.2851636486		
v000558	-0.191916807	0.2537858238	-0.119786423	-0.392514897	0.2678586462	0.1379682293		
v000561	-0.362391816	-0.202764356	-0.22815079	-0.388792092	-0.25454167	-0.309375892	fac1	1
v000562	0.0862557004	-0.053626697	-0.163787791	-0.232053858	-0.130418028	-0.20479907		
