_TYPE_	_NAME_	v000008	v000011	v000018	v000019	v000023	v000024	v000027	v000028	v000034	v000040	v000046	v000047	v000050	v000055	v000059	v000067	v000071	v000073	v000077	v000079	v000088	v000090	v000091	v000093	v000102	v000104	v000107	v000115	v000116	v000119	v000125	v000133	v000134	v000136	v000137	v000143	v000144	v000145	v000148	v000152	v000157	v000162	v000168	v000173	v000176	v000179	v000180	v000187	v000188	v000194	v000195	v000198	v000199	v000204	v000208	v000220	v000224	v000228	v000230	v000234	v000238	v000244	v000245	v000248	v000251	v000252	v000257	v000261	v000263	v000268	v000271	v000272	v000275	v000277	v000281	v000284	v000286	v000288	v000289	v000293	v000296	v000297	v000303	v000304	v000305	v000306	v000307	v000309	v000315	v000322	v000323	v000324	v000328	v000329	v000332	v000335	v000336	v000338	v000344	v000346	v000350	v000351	v000352	v000355	v000357	v000359	v000363	v000372	v000375	v000384	v000387	v000390	v000394	v000397	v000401	v000407	v000408	v000412	v000414	v000420	v000421	v000422	v000424	v000425	v000429	v000438	v000440	v000443	v000447	v000451	v000452	v000454	v000472	v000473	v000475	v000476	v000478	v000481	v000487	v000491	v000496	v000514	v000515	v000520	v000523	v000532	v000534	v000536	v000539	v000544	v000545	v000550	v000552	v000558	v000561	v000562	v000565	v000578	v000580	v000585	v000586	v000590	v000591	v000599	v000604	v000608	v000610	v000611	v000614	v000616	v000619	v000622	v000623	v000624	v000630	v000639	v000641	v000647	v000649	v000652	v000653	v000655	v000658	v000659	v000665	v000666	v000668	v000672	v000675	v000680	v000684	v000688	v000689	v000693	v000705	v000713	v000717	v000718	v000720	v000725	v000726	v000728	v000735	v000738	v000742	v000745	v000746	v000747	v000751	v000759	v000760	v000763	v000765	v000766	v000768	v000774	v000775	v000778	v000779	v000787	v000799	v000804	v000805	v000806	v000807	v000814	v000823	v000835	v000837	v000839	v000840	v000841	v000855	v000856	v000859	v000867	v000871	v000873	v000874	v000876	v000877	v000878	v000881	v000882	v000883	v000884	v000887	v000894	v000896	v000900	v000908	v000909	v000910	v000912	v000921	v000923	v000929	v000934	v000940	v000941	v000943	v000951	v000956	v000958	v000964	v000967	v000981	v000997	v001003	v001005	v001007	v001014	v001021
MEAN		0.1653857977	0.0092222564	0.0058407624	0.1106670765	0.0070703966	0.0024592684	0.0242852751	0.0018444513	0.0402705195	0.3633569013	0.1155856133	0.0276667691	0.0024592684	0.0205963726	0.0780817707	0.0058407624	0.0049185367	0.0132185675	0.083307716	0.0162926529	0.0418075623	0.0012296342	0.0983707347	0.0064555795	0.0620965263	0.0916077467	0.2065785429	0.0156778358	0.0956040578	0.0024592684	0.0215185982	0.0439594221	0.0138333846	0.0070703966	0.0107592991	0.0089148478	0.0027666769	0.0024592684	0.0018444513	0.0519520443	0.003381494	0.0009222256	0.0052259453	0.0018444513	0.0224408239	0.0027666769	0.0141407931	0.2311712266	0.0461112819	0.0049185367	0.0039963111	0.0083000307	0.0027666769	0.077159545	0.08668921	0.0276667691	0.0030740855	0.0350445742	0.0531816785	0.0015370427	0.027051952	0.0015370427	0.0166000615	0.0242852751	0.3612050415	0.0039963111	0.0086074393	0.0273593606	0.1140485706	0.0043037196	0.0196741469	0.0012296342	0.1186596987	0.0024592684	0.0018444513	0.0408853366	0.0012296342	0.029818629	0.0187519213	0.0006148171	0.0319704888	0.0335075315	0.0230556409	0.0424223793	0.0018444513	0.1395634799	0.0707039656	0.0279741777	0.0070703966	0.0175222871	0.0098370735	0.1644635721	0.0162926529	0.0292038119	0.0024592684	0.0132185675	0.0095296649	0.0224408239	0.0024592684	0.0058407624	0.0030740855	0.0245926837	0.1232708269	0.0049185367	0.0006148171	0.2649861666	0.0024592684	0.010144482	0.0055333538	0.0307408546	0.0049185367	0.006762988	0.0147556102	0.0688595143	0.1460190593	0.0411927452	0.0516446357	0.0138333846	0.0110667077	0.0024592684	0.0790039963	0.0418075623	0.0049185367	0.0150630188	0.0015370427	0.194282201	0.0184445128	0.006762988	0.0027666769	0.0740854596	0.0178296957	0.0405779281	0.0092222564	0.0119889333	0.0006148171	0.1254226868	0.036581617	0.0083000307	0.0129111589	0.0039963111	0.0581002152	0.0421149708	0.0307408546	0.0719335998	0.0224408239	0.1251152782	0.0252075008	0.0239778666	0.0212111897	0.0018444513	0.003381494	0.0039963111	0.0153704273	0.0156778358	0.0015370427	0.0006148171	0.0036889026	0.0095296649	0.0196741469	0.0144482017	0.0009222256	0.0288964033	0.0043037196	0.0098370735	0.0710113741	0.0058407624	0.0952966492	0.0070703966	0.0762373194	0.1241930526	0.0095296649	0.0353519828	0.0006148171	0.0562557639	0.0018444513	0.0411927452	0.0058407624	0.0018444513	0.0079926222	0.003381494	0.0024592684	0.0092222564	0.0030740855	0.0110667077	0.0630187519	0.1143559791	0.010144482	0.0024592684	0.0006148171	0.0113741162	0.0083000307	0.0215185982	0.0006148171	0.0012296342	0.0928373809	0.0070703966	0.0055333538	0.0012296342	0.0086074393	0.0104518906	0.003381494	0.0476483246	0.0436520135	0.0141407931	0.0027666769	0.030433446	0.0458038733	0.0107592991	0.020288964	0.0058407624	0.0113741162	0.0021518598	0.1564709499	0.0166000615	0.0184445128	0.1358745773	0.0175222871	0.0061481709	0.2053489087	0.0018444513	0.0012296342	0.0510298186	0.0144482017	0.0267445435	0.0018444513	0.1254226868	0.0316630802	0.1082078082	0.0897632954	0.0387334768	0.083922533	0.0282815862	0.0581002152	0.0159852444	0.0292038119	0.0012296342	0.0018444513	0.0043037196	0.0055333538	0.0252075008	0.0654780203	0.0107592991	0.0279741777	0.0175222871	0.0027666769	0.0205963726	0.0129111589	0.0064555795	0.0710113741	0.0826928989	0.1281893637	0.01690747	0.0012296342	0.0996003689	0.0175222871	0.0104518906	0.0362742084	0.0083000307	0.0328927144	0.0999077774	0.0030740855	0.0021518598	0.0049185367	0.0052259453	0.0043037196	0.0021518598	0.1927451583	0.0513372272	0.0006148171	0.0079926222	0.0375038426	0.0006148171	0.1201967415
STD		0.3715854966	0.0956034313	0.0762130791	0.3137676515	0.0838007449	0.0495376093	0.1539570946	0.0429140467	0.1966232168	0.4810403287	0.3197765063	0.1640414315	0.0495376093	0.142050572	0.2683414679	0.0762130791	0.0699703491	0.114227177	0.2763892611	0.1266180509	0.2001799402	0.035049962	0.297861053	0.0800991714	0.241367887	0.2885157821	0.4049126442	0.1242448659	0.2940926892	0.0495376093	0.1451276087	0.2050363741	0.1168170236	0.0838007449	0.1031833781	0.0940111176	0.0525344727	0.0495376093	0.0429140467	0.2219643548	0.0580611385	0.0303588284	0.0721126436	0.0429140467	0.1481350028	0.0525344727	0.1180894489	0.4216464673	0.2097583302	0.0699703491	0.06309964	0.0907395797	0.0525344727	0.2668854543	0.2814223466	0.1640414315	0.0553676606	0.1839207729	0.2244301035	0.0391810177	0.1622597839	0.0391810177	0.1277870075	0.1539570946	0.4804236792	0.06309964	0.0923903421	0.1631533294	0.3179191166	0.065471485	0.1388992646	0.035049962	0.3234373713	0.0495376093	0.0429140467	0.198055003	0.035049962	0.1701128279	0.1356685111	0.0247916928	0.1759485531	0.1799853751	0.1501033131	0.2015817767	0.0429140467	0.3465868457	0.2563691075	0.1649241783	0.0838007449	0.1312270945	0.0987081589	0.3707526954	0.1266180509	0.1684032875	0.0495376093	0.114227177	0.0971686826	0.1481350028	0.0495376093	0.0762130791	0.0553676606	0.1549040346	0.3287983631	0.0699703491	0.0247916928	0.4413936905	0.0495376093	0.1002230478	0.074191832	0.1726412951	0.0699703491	0.0819714315	0.1205916772	0.2532540188	0.3531796122	0.1987663151	0.2213425581	0.1168170236	0.1046307843	0.0495376093	0.2697864702	0.2001799402	0.0699703491	0.1218223558	0.0391810177	0.3957079262	0.1345729536	0.0819714315	0.0525344727	0.2619501823	0.1323524936	0.1973406479	0.0956034313	0.1088523826	0.0247916928	0.3312484973	0.1877611241	0.0907395797	0.1129087236	0.06309964	0.2339688188	0.2008823166	0.1726412951	0.2584176573	0.1481350028	0.3309004459	0.1567789484	0.1530036763	0.1441098861	0.0429140467	0.0580611385	0.06309964	0.1230399572	0.1242448659	0.0391810177	0.0247916928	0.060633528	0.0971686826	0.1388992646	0.119347517	0.0303588284	0.1675411298	0.065471485	0.0987081589	0.2568833285	0.0762130791	0.2936693878	0.0838007449	0.2654182482	0.3298523687	0.0971686826	0.1846962551	0.0247916928	0.2304503821	0.0429140467	0.1987663151	0.0762130791	0.0429140467	0.0890571631	0.0580611385	0.0495376093	0.0956034313	0.0553676606	0.1046307843	0.243034043	0.3182920556	0.1002230478	0.0495376093	0.0247916928	0.1060575479	0.0907395797	0.1451276087	0.0247916928	0.035049962	0.2902490294	0.0838007449	0.074191832	0.035049962	0.0923903421	0.1017144481	0.0580611385	0.2130537858	0.2043510519	0.1180894489	0.0525344727	0.1718031577	0.2090916503	0.1031833781	0.141008632	0.0762130791	0.1060575479	0.0463453299	0.3633570949	0.1277870075	0.1345729536	0.3427080117	0.1312270945	0.0781808792	0.4040184562	0.0429140467	0.035049962	0.2200924063	0.119347517	0.1613607045	0.0429140467	0.3312484973	0.1751284037	0.3106904442	0.2858862904	0.1929887144	0.2773142301	0.1658016551	0.2339688188	0.1254374477	0.1684032875	0.035049962	0.0429140467	0.065471485	0.074191832	0.1567789484	0.2474054677	0.1031833781	0.1649241783	0.1312270945	0.0525344727	0.142050572	0.1129087236	0.0800991714	0.2568833285	0.2754598136	0.3343519348	0.1289446342	0.035049962	0.2995124577	0.1312270945	0.1017144481	0.1870003744	0.0907395797	0.178383199	0.2999231002	0.0553676606	0.0463453299	0.0699703491	0.0721126436	0.065471485	0.0463453299	0.3945152824	0.2207185815	0.0247916928	0.0890571631	0.1900221156	0.0247916928	0.3252414535
N		3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253	3253
CORR	v000008	1	0.1316795681	0.0595496617	0.2475497421	0.2535236749	-0.999	0.1333723053	-0.870809734	-0.159655113	0.1493901829	-0.026988826	0.0212581439	-0.056632478	0.0457332857	0.0083558448	-0.010742239	0.4358649261	-0.042416229	0.0252292193	0.0637539646	-0.021033728	-0.929477734	0.1260351318	-0.896575522	0.1506850418	0.1613090406	0.2792156131	-0.124074909	0.2148168345	-0.056632478	-0.158604548	-0.163958058	-0.973823839	-0.893327642	0.0499513592	-0.180780443	-0.999	-0.056632478	-0.870809734	-0.285114503	0.1235281421	-0.999	-0.196096712	0.3045824065	-0.293261648	-0.999	-0.021364115	0.6612260277	-0.142028653	0.2283954326	-0.016000933	0.1627600899	-0.079539964	0.1073202366	0.0628537648	-0.130204625	-0.999	0.205245763	0.1189098368	-0.887759804	-0.245533166	-0.887759804	0.2815823747	0.1834131284	0.0899455166	-0.95030028	0.1111574548	-0.102403066	0.0041033663	-0.935179623	0.0353981089	-0.929477734	0.0553189107	-0.056632478	-0.870809734	0.1723464499	0.2939191314	0.0515851585	-0.091856396	-0.839562903	0.1352997024	0.1331096723	0.1141580942	0.2313508823	-0.870809734	0.3052505888	0.0439583717	-0.02062056	-0.893327642	0.4509108085	0.4711387234	0.2593645346	-0.13285783	-0.119245722	-0.056632478	0.2310532513	-0.1190481	-0.001697867	-0.999	-0.010742239	-0.099632518	-0.311144412	-0.177583872	0.0296050624	-0.839562903	0.0499653327	-0.056632478	0.1744214607	0.0733391072	-0.354319674	-0.916157735	-0.24067796	-0.276057825	0.0705847244	-0.008450646	0.0252194014	-0.112740223	0.0516782639	-0.150606224	-0.056632478	0.162346115	-0.006857172	-0.185420916	0.0283092954	-0.887759804	0.0461940771	-0.087800391	-0.24067796	0.0681471331	0.060408704	-0.310764259	-0.225070469	-0.999	-0.23735723	-0.839562903	0.1048443455	-0.224124486	-0.88998086	0.0708898474	-0.95030028	-0.082470004	-0.100045869	-0.484493858	0.1565965294	0.0428527854	0.2597858391	0.048955692	-0.020111426	0.0594156014	-0.870809734	0.0213357646	-0.95030028	0.1072760515	0.0748067323	-0.887759804	-0.839562903	-0.133602602	-0.006187078	-0.328632824	-0.105291238	-0.999	0.0442006374	-0.935179623	0.0741626914	0.1978104423	0.1207245264	0.0125304415	0.1680461503	0.0169195749	-0.011025212	-0.999	-0.050133761	-0.839562903	0.1447318325	-0.870809734	-0.529574602	-0.215485395	0.0016095878	0.3214727923	-0.999	-0.999	-0.05084832	0.1490846504	-0.042528531	0.010860137	-0.042796936	-0.205671963	-0.056632478	0.2779475803	-0.327224447	-0.88998086	-0.014044404	0.2779475803	-0.929477734	0.130751671	-0.893327642	0.2932543542	-0.929477734	0.3889855973	-0.02874473	0.0213357646	0.1486389452	0.304401633	-0.268181683	-0.999	0.011143072	-0.048800903	-0.144706046	0.210825831	-0.215485395	-0.098673971	-0.862767594	0.0928078783	0.3377674476	-0.254574136	-0.083703031	-0.042650768	-0.898845954	-0.041908293	-0.870809734	-0.929477734	0.0729858755	-0.272165099	-0.281991495	-0.870809734	0.0325048374	0.065093681	-0.244081332	0.0637764312	0.1693400222	0.1780158442	0.1324018907	0.1503235304	0.3889467697	0.1064642457	-0.929477734	0.171517269	-0.935179623	-0.905365387	0.1040152086	0.1703831917	0.1563869002	0.2759656512	-0.012360413	-0.999	-0.114728809	-0.251251005	0.5210767127	0.1081895929	-0.180157169	0.0518380437	0.103946196	-0.929477734	0.1209694443	0.1826972333	-0.999	0.0518089794	-0.88998086	0.02154112	-0.071981241	0.31974592	-0.862767594	0.1040413268	-0.196096712	-0.935179623	-0.862767594	0.1378238818	0.1507998106	-0.839562903	-0.268928631	-0.14087946	-0.839562903	0.0263631364
CORR	v000011	0.1316795681	1	0.2798118962	0.0420062882	0.2495180674	-0.770850975	-0.850053865	-0.825177697	-0.999	0.4168087235	0.0323492702	-0.840893607	-0.770850975	-0.869676271	0.1722337032	-0.851032807	-0.908317569	-0.999	-0.898657513	-0.926278565	-0.038114101	-0.999	0.2550240895	-0.830390878	-0.10660298	0.083051049	0.4488253633	0.122996197	0.0739038845	-0.770850975	-0.863331656	-0.999	-0.999	0.2495180674	-0.999	-0.795885086	-0.759494597	-0.770850975	-0.825177697	-0.989602656	-0.999	-0.722137318	0.445672294	-0.825177697	-0.85809179	-0.759494597	-0.992521854	0.2427909426	0.0690578783	-0.908317569	-0.999	-0.800681421	-0.759494597	0.4440475452	-0.166820188	-0.840893607	-0.752366394	0.2059664229	-0.07944413	-0.899632835	-0.84217285	-0.899632835	0.1138302956	-0.850053865	0.1932489786	-0.999	-0.798094634	-0.841521968	-0.218527506	-0.985906666	0.0864654346	-0.999	0.380950769	-0.770850975	-0.825177697	-0.034329299	-0.999	0.0185087135	-0.886971519	-0.793234396	-0.83494609	-0.833720548	-0.855090172	0.1703205091	-0.825177697	0.5128198632	0.241997462	0.0290517641	0.2495180674	0.1051423647	-0.790971198	-0.04949351	-0.926278565	-0.838235978	-0.770850975	0.1502578826	-0.792364512	0.065129796	-0.770850975	-0.851032807	-0.752366394	-0.848973633	-0.123275515	-0.908317569	-0.793234396	0.3228972047	0.4192669872	-0.789768375	-0.865498003	-0.83620842	-0.908317569	-0.822896488	-0.968732423	-0.006210073	0.502827114	-0.035599486	-0.992000487	-0.999	-0.999	-0.770850975	-0.902858467	0.0869571749	-0.908317569	-0.958602444	-0.899632835	0.3785696248	-0.890641915	-0.822896488	-0.759494597	0.1275573468	0.1023438436	-0.999	-0.793996985	-0.999	-0.793234396	-0.048973063	-0.999	-0.800681421	-0.999	-0.999	0.1767684941	-0.039358777	-0.83620842	-0.912719622	0.065129796	-0.048430666	-0.846985562	0.0543329151	0.2070847897	-0.825177697	-0.999	-0.999	-0.949333094	-0.940966726	-0.899632835	-0.793234396	-0.999	-0.792364512	-0.877442989	-0.980032179	-0.722137318	0.0237016248	-0.985906666	-0.790971198	-0.130505764	-0.851032807	-0.184414037	-0.816717785	-0.14332106	0.4289675267	-0.792364512	-0.009827322	-0.793234396	0.4102827738	-0.825177697	-0.999	-0.851032807	0.4674039581	-0.803736608	-0.999	-0.770850975	-0.793996985	-0.752366394	-0.999	0.0941526663	-0.028742115	-0.789768375	0.4192669872	-0.793234396	-0.999	-0.800681421	0.2045922992	-0.793234396	-0.999	0.0156258406	-0.816717785	0.9410148449	-0.999	0.5279198507	-0.788736747	-0.999	0.1483152038	-0.999	0.1394988157	-0.759494597	-0.836573542	-0.053682794	-0.999	-0.872105239	-0.851032807	-0.999	-0.78998775	0.4318773128	-0.919849102	-0.890641915	0.0492788919	-0.903496169	-0.839576055	0.1809062176	-0.825177697	-0.999	0.308428075	0.2730124512	-0.842871903	-0.825177697	0.272004353	0.136881826	-0.887665879	-0.173267768	-0.999	0.1569458636	0.2452742563	0.326522612	0.1198843892	-0.838235978	-0.999	-0.825177697	-0.985906666	-0.865498003	0.046156325	-0.116004768	0.1829938569	0.0290517641	-0.903496169	-0.759494597	-0.869676271	-0.999	0.5790314339	-0.914382565	-0.899193886	0.4499235473	-0.913949804	-0.999	0.2522494241	-0.903496169	0.1875937796	-0.999	-0.800681421	0.286377523	-0.193291613	-0.752366394	-0.78998775	-0.908317569	-0.884052951	-0.985906666	-0.78998775	0.0522975848	0.2012124697	-0.793234396	-0.803736608	-0.999	-0.793234396	0.0235881192
CORR	v000018	0.0595496617	0.2798118962	1	-0.931851671	-0.956625805	-0.886009848	-0.955906511	0.689651707	0.1809149459	0.1918686681	-0.925778279	-0.90943225	-0.886009848	-0.999	0.0590926942	-0.999	-0.750273416	-0.801009433	0.1367128702	0.4301370975	-0.848588177	-0.737112672	0.2922092273	-0.999	0.1940729452	0.357219232	-0.263552827	-0.791914907	-0.107069119	-0.886009848	-0.999	0.0307199751	-0.798011679	-0.956625805	-0.822272774	-0.859655281	-0.836997555	-0.886009848	-0.999	-0.839456171	0.5880721483	0.8223844766	0.9702704468	-0.999	-0.997242772	-0.836997555	0.2137176583	-0.024409431	0.0226248858	0.5274765404	-0.765663674	-0.88148225	-0.836997555	0.1519499339	0.2632326333	-0.90943225	-0.807271527	-0.864571724	0.1310386165	-0.714198028	-0.915979247	-0.714198028	-0.789991216	0.1282921401	0.0067577138	-0.765663674	-0.869696731	-0.912645956	-0.016426097	-0.758960792	-0.999	-0.737112672	-0.148379019	-0.886009848	0.5289304625	-0.850087827	-0.737112672	-0.891067612	-0.999	0.7214817726	0.083699148	-0.870501179	-0.981653551	-0.847672943	-0.999	-0.180562727	0.1690736028	-0.906413452	0.3205581654	-0.999	-0.83717018	-0.214312528	-0.790567436	-0.895700588	-0.886009848	-0.801009433	-0.843601633	-0.997242772	-0.886009848	-0.999	-0.807271527	-0.950426041	-0.15584488	-0.750273416	-0.999	-0.129263972	-0.886009848	0.9046159442	-0.999	-0.884860359	-0.750273416	-0.986994361	-0.794506197	0.3092828817	-0.906164321	-0.849563992	-0.839601993	0.3611345254	-0.818432943	-0.886009848	0.147276633	0.0391781254	-0.750273416	-0.793556319	-0.714198028	-0.24999606	-0.999	-0.986994361	-0.836997555	0.0691785948	-0.999	-0.850618273	-0.851032807	0.2393522275	0.7214817726	0.2397995452	0.1977870947	-0.88148225	-0.80276223	-0.765663674	0.2066929954	-0.848124434	-0.884860359	-0.999	-0.997242772	-0.916995971	-0.940333799	0.1303363469	0.1499215134	-0.999	0.4337253156	-0.765663674	-0.792693605	-0.791914907	-0.714198028	-0.999	-0.774911853	-0.843601633	-0.999	0.2103656445	-0.80312628	0.3328755259	-0.758960792	-0.83717018	-0.999	-0.999	-0.106465246	-0.956625805	-0.065382773	-0.157311144	-0.843601633	-0.86351891	-0.999	-0.83796714	-0.999	0.0416665679	-0.999	-0.999	-0.895430029	-0.788011748	-0.886009848	-0.851032807	-0.807271527	-0.818432943	0.4761556718	-0.016982305	-0.831533002	-0.886009848	-0.999	-0.815018476	-0.88148225	0.5184952817	0.7214817726	-0.737112672	0.0252342467	-0.956625805	0.3580705296	-0.737112672	-0.869696731	-0.82659953	-0.788011748	-0.842069456	-0.84603659	0.2137176583	-0.836997555	-0.886829121	0.1580263618	-0.822272774	-0.999	-0.999	-0.815018476	-0.97472828	-0.084084299	-0.789991216	-0.999	0.1050172355	-0.999	-0.999	-0.062858646	-0.999	-0.737112672	0.5145966001	-0.795561184	-0.919486109	0.5289304625	0.0514921603	-0.879451645	-0.130548285	-0.095308144	-0.854281327	0.1352406208	0.1037008213	-0.837576363	0.3375039716	0.2367219307	-0.737112672	-0.999	-0.758960792	-0.999	-0.940333799	-0.038149363	0.2560761309	-0.906413452	-0.999	-0.836997555	-0.999	-0.80276223	-0.999	-0.999	-0.080181178	-0.163566426	-0.999	-0.737112672	-0.95114891	-0.999	0.2605467804	0.0628769907	-0.88148225	-0.873236979	0.1718237996	-0.807271527	-0.97472828	0.3761055028	-0.748426842	-0.758960792	0.5043575675	-0.047248498	-0.839750123	-0.999	-0.895430029	-0.857201931	0.7214817726	0.0607020667
CORR	v000019	0.2475497421	0.0420062882	-0.931851671	1	0.1038593133	-0.863301875	0.0842562213	-0.900923803	0.3016628916	-0.003509179	0.2670030966	-0.053470464	-0.863301875	-0.088840015	0.1557790442	-0.134865482	0.0251877988	0.1650769573	0.1248020012	-0.03636168	0.2072400865	-0.999	0.0760137228	-0.152186612	0.2698354642	0.1338289237	0.2914357183	-0.30022424	0.2441034156	-0.863301875	-0.098545647	0.2271951731	0.0443336936	0.0357126213	-0.130312062	0.1973571127	-0.855761342	-0.863301875	-0.900923803	-0.32556274	-0.036951957	-0.822466365	-0.958602183	0.0809439178	0.105632865	0.1517347732	-0.05304645	-0.006549598	-0.301011013	0.0251877988	-0.067554116	0.2582503909	-0.855761342	0.0860246949	0.0475063409	-0.11699565	-0.851205194	0.1184845116	0.4307173065	0.999	0.0316954351	-0.953638474	0.1046019766	-0.125207591	-0.017598483	-0.067554116	0.1623456082	-0.151307439	0.0867324055	-0.999	0.0892405504	-0.999	-0.014233091	-0.863301875	-0.900923803	0.1196009884	-0.999	-0.071572672	-0.167337923	-0.867660923	0.1105150872	0.2096485008	-0.009044089	0.3567629733	-0.900923803	0.337589203	-0.144199383	-0.086441216	-0.90459209	-0.011767174	-0.035300718	0.4612918853	-0.083646061	0.0117444485	0.1796729823	0.0949407518	0.219276192	0.3046817316	-0.863301875	-0.010227631	-0.851205194	-0.170830646	-0.176861024	-0.104727204	-0.867660923	-0.006951492	-0.863301875	0.0735040853	0.1635401421	-0.078913054	-0.978480409	-0.039793889	-0.119081972	-0.29527974	0.1028575174	0.3157096197	0.2393109955	-0.048264079	0.0008926552	-0.863301875	-0.004900143	-0.243206742	-0.978480409	-0.293711982	-0.953638474	0.0577610111	-0.164033752	-0.160184437	-0.855761342	0.0587833002	-0.0566615	0.1911722127	-0.212740314	-0.15085995	-0.867660923	0.0066572562	0.2875146857	-0.892261243	-0.033186575	-0.999	-0.230701361	-0.002932868	-0.264949538	0.0787468864	-0.002407262	0.2984199853	-0.030857262	-0.084377661	-0.349107102	-0.900923803	-0.999	-0.999	0.0923403885	-0.131362888	-0.953638474	-0.867660923	-0.052974634	0.0345406152	-0.965577645	-0.114804099	-0.822466365	0.2560807688	-0.080924436	0.1710809749	0.1425347179	0.2119687915	0.0870296668	0.0357126213	0.4133582586	-0.285880503	-0.218226417	0.1634247862	-0.867660923	-0.341951102	-0.900923803	-0.322049134	-0.931851671	-0.900923803	0.131527144	-0.036951957	0.023456223	-0.021649362	-0.019178016	0.1784141581	0.0773687417	0.2348404885	-0.884242554	-0.863301875	-0.867660923	0.3283168402	0.0662298552	-0.194730508	-0.867660923	-0.999	0.4202418391	0.1038593133	-0.125439665	-0.999	0.5645821088	-0.124777189	0.3705509969	0.2345143803	0.0853073133	-0.999	-0.855761342	-0.106185421	-0.063151725	-0.238429181	0.0811585871	-0.134865482	0.2703857902	0.049747964	-0.34002785	0.0727538267	0.1595508356	0.0852956241	-0.992270938	-0.143762681	-0.052473732	0.0809439178	-0.999	0.1068751383	-0.999	-0.299054011	0.2521299383	0.059423087	0.6211723976	-0.194464482	0.294371958	-0.162309727	0.3194287321	0.0200951507	-0.348597099	0.2961099444	0.1365739929	-0.999	-0.900923803	-0.999	-0.943517596	0.0742272251	0.1980183788	0.1475896793	0.4741469553	0.1199253815	-0.855761342	-0.186033621	-0.268505551	0.6739542955	0.1794636758	0.1096197019	-0.336904169	-0.044721538	-0.999	-0.302198605	0.4216459033	-0.233617791	0.185059645	-0.195026618	0.5800513943	0.1420564429	-0.019178016	-0.876377968	-0.104727204	0.2419601611	-0.999	0.2124771665	0.272845512	0.3000396733	-0.867660923	-0.188648163	-0.100399502	-0.867660923	0.0139152972
