_NAME_	Factor1	Factor2	Factor3	Factor4	Factor5	Factor6	load	secondary
v000590	-0.087236485	0.870433894	-0.12715615	0.1149690507	0.0047972302	-0.278330067		
v000591	0.0042895108	-0.377208638	0.1353780492	0.061785786	0.0689441465	0.1534749506		
v000599	0.0703150884	-0.330956187	-0.135133444	0.0738681437	0.1813750891	0.5245946685	fac2	1
v000604	0.0794752533	0.5732572198	-0.053824438	-0.143199068	0.0928842544	0.5919631196	fac2	1
v000608	0.1472847939	-0.19016161	0.0513492695	-0.079800017	0.0062440339	0.1054571651		
v000610	0.7410733012	-0.116223413	0.0993764527	0.2129959206	0.2943067565	0.1000219771		
v000614	1.0417487955	-0.030552037	0.2385696984	-0.048766227	0.0048710123	0.2184148825		
v000616	-0.184711932	-0.002514594	0.9255201545	0.1119824388	0.060731052	0.2318278162		
v000622	-0.021761975	0.8490830312	-0.099993637	-0.154746598	0.2316910667	-0.184657423		
v000623	-0.21235141	-0.00245605	-0.192591179	0.1446678962	-0.202052887	-0.540329594		
v000624	-0.13879057	-0.182876019	1.095177199	-0.016182684	0.0165243679	0.0089630794		
v000626	0.0047286184	-0.079200148	-0.158320962	-0.15974133	-0.007902508	-0.267983895		
v000630	-0.165795241	-0.25370946	-0.289914998	-0.069747085	0.0347903628	-0.263056735		
v000639	0.0554901876	-0.132999965	-0.177698126	-0.22199859	0.9603326006	-0.097146938		
v000641	-0.043424111	-0.176899282	-0.222149941	-0.081457913	0.3851868446	-0.182124484		
v000647	-0.209280462	-0.315983226	0.067456792	1.1484096349	-0.137195302	-0.106922671	fac2	1
v000649	-0.223260813	0.6469858569	-0.192371708	-0.30475986	-0.333240637	0.2464334268	fac5	1
v000652	0.0642322203	-0.492860181	0.1951950202	0.0702878436	-0.119885079	0.147270853		
v000653	-0.215392025	-0.181540327	-0.230897076	-0.174230487	-0.583851042	-0.161539161		
v000654	-0.009635905	0.3497447768	0.0589940947	0.1797084335	-0.147974863	-0.076734214		
v000655	-0.087090498	0.4539396092	-0.247481844	-0.257048225	-0.216530922	-0.236315478		
v000658	-0.324047135	-0.376628602	-0.39561767	-0.191039948	-0.491802277	0.402283129	fac6	1
v000659	0.0224163628	-0.253949304	-0.056846628	0.1160951954	0.2000762021	0.2012107611		
v000665	-0.031253275	0.2691788301	-0.049812151	0.4907878873	0.5172690971	0.0989572707	fac4	1
v000666	0.7855316435	0.0531424293	0.2729667103	0.0091351049	-0.022143022	-0.14387267		
v000668	-0.163602361	-0.219021093	-0.021372773	-0.11367435	0.3748730784	0.0349346664		
v000670	-0.23089278	-0.438396874	-0.304167143	1.171135134	-0.16340224	-0.123180113	fac2	1
v000673	-0.13503165	0.5742684846	-0.027339756	0.0349070971	0.2396127471	0.1938194233		
v000680	-0.016240191	0.0558736014	0.7134694631	-0.342521369	-0.064782354	-0.296199509	fac4	1
v000684	1.0174141238	-0.30074534	-0.25322777	-0.14910411	-0.104577456	0.1465951529	fac2	1
v000688	-0.119549883	0.2875005852	-0.24338875	0.8332088323	0.2096398042	-0.185774207		
v000693	-0.30700139	-0.514855532	-0.340654679	-0.101639961	-0.273492526	0.6171391935	fac2	1
v000705	0.3246330629	0.1691417505	0.6248724553	0.1855355187	-0.093215059	0.1935019882	fac1	1
v000710	-0.116893133	0.6294760107	-0.139398075	-0.005119973	0.1753119417	-0.098943041		
v000711	-0.193959387	0.7596056846	-0.270075166	0.6656939366	-0.06425271	-0.022507364	fac4	1
v000713	1.2178825043	-0.288978278	-0.337407026	-0.222832643	-0.333223956	-0.280130468	fac3	1
v000718	-0.236486221	-0.210292127	-0.16592187	-0.171420078	-0.507980561	-0.263359468		
v000720	0.2579459189	0.2044412998	0.3048063092	0.0305313898	-0.191123401	0.0636411697		
v000725	-0.079530809	-0.088489592	-0.355206975	-0.065495328	0.59388287	0.2589976815	fac3	1
v000726	-0.312012526	-0.350509457	-0.34113361	-0.175985557	-0.35280266	0.7732405864	fac5	1
v000728	0.11109169	0.7479933861	0.1413489086	-0.059530883	0.0213668153	0.0813086851		
v000729	-0.105032107	0.2899241398	0.5271698849	-0.48918515	0.189706682	0.1137184683	fac4	1
v000731	-0.291797835	-0.467557643	0.1987355469	-0.171236821	0.3601927864	-0.131374849	fac5	1
v000735	-0.07348353	0.8875852827	-0.080237805	-0.245630283	0.1901877921	0.0771924668		
v000740	-0.200002725	0.0198586629	-0.311346549	-0.205622461	-0.278995347	-0.023332003		
v000742	-0.004817939	-0.356958867	-0.337658675	-0.041218636	0.4847050652	0.0757359718	fac2	1
v000743	-0.044390769	0.7199403528	-0.009813855	-0.003435505	0.1480894732	-0.143348771		
v000746	0.0283084304	0.4763863425	-0.0889862	-0.162863525	0.6124189906	0.2890537565	fac2	1
v000749	-0.264340297	0.7898795301	0.2120988963	-0.454346132	-0.227359946	-0.012414161	fac4	1
v000751	-0.169819134	0.0865819484	-0.048666573	-0.155155026	-0.056152117	1.1856002958		
v000752	-0.212978885	-0.158675356	-0.308716989	1.1628772746	0.0605445898	-0.262153719	fac3	1
v000759	-0.255504981	-0.214269633	0.8436450783	-0.411642645	-0.218358052	-0.429263138	fac6	1
v000760	1.1612090678	-0.178160906	-0.163020396	-0.169321854	-0.080072307	-0.136434304		
v000763	-0.138549842	-0.224727658	-0.259659532	-0.091745497	0.1438984291	-0.173227719		
v000765	-0.206518697	-0.156911359	0.8512113224	0.1122468098	-0.007619684	0.341179854	fac6	1
v000768	1.1478639552	-0.284577888	-0.201427277	-0.096726099	0.1446517556	0.0942474107		
v000774	0.6041218058	0.0976588469	0.2064476624	0.1998812877	0.4020254098	-0.208088337	fac5	1
v000775	-0.280190588	-0.142753662	1.2142060619	-0.440484145	-0.081263807	-0.282410062	fac4	1
v000777	0.0521557394	0.0937841957	0.6088949738	-0.273051369	-0.118875687	-0.196231204		
v000778	0.1121713716	-0.435052532	0.2137473181	0.1765473097	-0.308219197	0.0307341554	fac5	1
v000779	0.2059578981	-0.071652736	0.6097334415	0.0373067705	0.1202328807	0.2074726409		
v000787	-0.265901804	-0.198200556	-0.122310833	-0.195424709	-0.36819119	-0.183392158		
v000790	-0.209947787	-0.010351132	0.0795921021	1.1724395686	-0.197423392	-0.178587747		
v000795	0.6163713703	0.1243594289	0.1317636625	-0.259655016	0.2684491462	-0.015098696		
v000799	-0.247410149	-0.163745384	-0.141218325	0.0956648625	-0.331854753	-0.245431675		
v000803	-0.110046019	0.0641494628	-0.077510489	1.067796292	-0.18218888	-0.080357411		
v000804	-0.154801905	0.4342692962	0.04643825	0.7833281867	-0.109910409	0.0101173317	fac2	1
v000805	-0.304704991	-0.354097699	0.4669864281	-0.270807038	0.560670573	0.2181128685	fac3	1
v000806	-0.186417578	-0.139651315	0.3106749392	-0.200817756	0.617494335	0.1565707755	fac3	1
v000807	-0.148516456	-0.099177449	-0.111380735	0.0767480519	-0.119475949	-0.385457154		
v000808	-0.273858913	-0.389182956	0.1845654397	-0.217749494	0.4802809911	-0.378094897	fac2	1
v000814	-0.05685121	0.2117290883	0.066165049	-0.045189008	0.0490190248	0.2135021502		
v000823	0.6553872702	-0.300153045	0.2866188197	0.0352129605	0.0567011148	0.4365858935	fac6	1
v000835	-0.04240337	-0.033659845	0.0959044423	-0.169180738	0.9285076478	0.0669891618		
v000836	-0.216317314	0.7962874209	0.1404800603	-0.248244067	-0.26345428	0.019843213		
v000837	0.8480520609	0.0979096802	0.3451399371	-0.028229746	0.0096908827	-0.033358144	fac3	1
v000839	0.0342800333	0.3214200292	-0.230995793	0.49971095	0.1623240114	0.4252525241	fac6	1
v000841	-0.129894521	-0.052633122	0.2892867708	0.13469276	0.3359160734	0.4366409686	fac5	1
v000844	0.0098212324	-0.174618572	-0.032697007	-0.151812252	0.4378850142	-0.208675897		
v000855	-0.144871935	-0.274791383	1.0667052365	0.0178035782	-0.034137841	0.048505802		
v000858	-0.110920176	0.5969993087	-0.203344178	0.4414166082	-0.046179635	-0.158912081	fac4	1
v000859	-0.147281395	0.7297596632	-0.117171727	0.2325140058	-0.033299301	-0.122832923		
v000864	0.4799738676	0.5713319231	-0.052431341	0.205550314	-0.017531978	-0.100309232	fac1	1
v000866	0.0248973393	0.5343746416	0.182159498	-0.029683737	0.0202081399	0.3263708651	fac6	1
v000873	-0.238561872	-0.265457752	-0.435930304	-0.135243631	0.5250829137	-0.124539972	fac3	1
v000874	-0.237027645	-0.236788211	-0.501175838	-0.127694818	0.6857949992	-0.056101824	fac3	1
v000876	-0.109158535	1.0111311891	-0.133221075	-0.10679919	-0.11709629	-0.228699442		
v000877	-0.202633111	0.1663966583	0.0966642251	0.1821897523	-0.159425486	0.8029446217		
v000878	-0.200219177	0.6566594672	-0.180043341	-0.145893112	0.2121512482	0.0718200355		
v000881	0.9893057062	0.4609709275	0.0294988622	-0.157758186	-0.216689113	-0.009119816	fac2	1
v000882	0.0488469615	0.021553251	0.1355343663	-0.18191476	0.6529370009	0.0989405882		
v000883	-0.201027893	-0.242995489	-0.340648645	-0.133432261	0.3907873984	-0.245955864	fac3	1
v000887	0.0431477026	-0.298789284	0.6401984754	-0.245642631	-0.031823054	-0.051013248		
v000889	-0.273884648	-0.133160053	-0.111080168	0.1687759413	-0.428632693	-0.106252528		
v000894	0.2955880535	-0.151719987	0.5148813962	-0.054745764	-0.277119799	-0.07303513		
v000898	0.0366642656	-0.215188581	0.3592985014	0.1876239806	-0.120000286	-0.014957803		
v000900	0.4354759123	0.0249810206	-0.073273108	-0.12320338	0.7796620446	-0.083166486	fac1	1
v000906	-0.318420638	-0.245489126	0.4303108539	0.2233210833	-0.25796147	-0.119701118	fac1	1
v000908	-0.154174482	-0.135021473	0.9760723566	0.150310476	-0.063485333	-0.103661039		
v000909	-0.036950697	-0.459985192	0.1539257982	-0.064129888	-0.073674279	0.7332721722	fac2	1
v000912	-0.164453272	-0.143647611	0.9437861173	-0.051090596	0.095155748	0.2523403227		
v000921	1.1456362523	-0.140984323	0.1879804924	-0.214448231	-0.131162914	-0.12202604		
v000922	-0.205863652	-0.396105809	-0.134306098	1.0480970195	-0.158177782	-0.035739277	fac2	1
v000923	-0.192778494	-0.129325065	-0.25014536	-0.212034472	0.5396986779	-0.308636744	fac6	1
v000927	-0.263814565	-0.232241863	-0.313151876	-0.224735725	0.2101103061	-0.249776588		
v000929	-0.168160318	0.7565783689	-0.103600285	0.0423308354	0.0789033113	-0.188405051		
v000934	-0.019064806	0.0592333699	-0.416131559	-0.145042041	-0.144412146	0.0914121985		
v000940	0.6535782228	-0.262483005	0.3070344833	0.0827907728	0.2271006845	0.3677427801	fac6	1
v000941	0.5808970093	-0.114960624	0.1624984816	0.3470838542	0.3163291241	-0.016409721	fac4	1
v000943	-0.290048266	-0.200334066	-0.366032955	-0.25176725	-0.482021419	0.3149138154	fac3	1
v000946	-0.01963483	0.3149278353	0.3898812927	0.2711303083	-0.036413265	-0.070022955	fac2	1
v000950	0.0140807835	0.3705693336	0.0150106273	0.0636112735	0.2847300215	-0.078760285		
v000951	-0.20417873	-0.217462783	-0.281902841	-0.244433377	0.4333294237	-0.309267491	fac6	1
v000956	0.0270425781	-0.231929773	0.1354918116	0.9948508219	-0.175321663	-0.202711151		
v000958	-0.147219008	0.5608694027	-0.191816262	-0.152436118	-0.13200718	-0.352424472	fac6	1
