lemma target_count comparison_count target_per_1k comparison_per_1k expected LL %DIFF status
realizar 212 294 12.08 3.04 77.77 204.05 119.52 POSKW
professor 135 301 7.7 3.12 67.01 66.5 84.71 POSKW
faltar 32 15 1.82 0.16 7.22 66.0 168.62 POSKW
curso 435 1559 24.8 16.14 306.49 57.67 42.29 POSKW
iniciar 41 38 2.34 0.39 12.14 56.84 142.37 POSKW
laboratório 104 222 5.93 2.3 50.11 55.39 88.25 POSKW
semestre 82 155 4.67 1.6 36.43 53.17 97.77 POSKW
cotio 50 64 2.85 0.66 17.52 52.32 124.55 POSKW
ampliação 46 55 2.62 0.57 15.52 51.44 128.64 POSKW
projeto 248 793 14.14 8.21 160.01 50.47 53.05 POSKW
escola 40 45 2.28 0.47 13.06 47.3 132.14 POSKW
concluir 34 32 1.94 0.33 10.14 46.59 141.61 POSKW
reparo 17 4 0.97 0.04 3.23 44.56 183.61 POSKW
prédio 30 27 1.71 0.28 8.76 42.51 143.8 POSKW
receber 44 61 2.51 0.63 16.14 42.36 119.54 POSKW
sucesso 22 12 1.25 0.12 5.23 42.26 163.95 POSKW
planejar 38 49 2.17 0.51 13.37 39.47 124.1 POSKW
aprovar 20 11 1.14 0.11 4.76 38.26 163.67 POSKW
novembro 14 3 0.8 0.03 2.61 37.59 185.02 POSKW
exterior 60 122 3.42 1.26 27.97 34.69 92.12 POSKW
unidade 200 671 11.4 6.95 133.88 34.43 48.55 POSKW
responsável 36 53 2.05 0.55 13.68 32.41 115.61 POSKW
ano 117 338 6.67 3.5 69.94 32.29 62.35 POSKW
coordenador 47 87 2.68 0.9 20.6 31.44 99.36 POSKW
reforma 21 18 1.2 0.19 5.99 30.83 146.12 POSKW
instalação 45 82 2.57 0.85 19.52 30.79 100.54 POSKW
condicionado 11 2 0.63 0.02 2.0 30.71 187.21 POSKW
período 50 100 2.85 1.04 23.06 29.7 93.42 POSKW
edição 18 13 1.03 0.13 4.76 29.59 153.62 POSKW
jogo 30 41 1.71 0.42 10.91 29.33 120.46 POSKW
computador 35 55 2.0 0.57 13.83 29.16 111.19 POSKW
longo 37 61 2.11 0.63 15.06 29.02 107.83 POSKW
relatório 48 96 2.74 0.99 22.13 28.51 93.42 POSKW
adequação 44 85 2.51 0.88 19.83 27.6 96.11 POSKW
caixa 9 1 0.51 0.01 1.54 27.54 192.09 POSKW
notebook 9 1 0.51 0.01 1.54 27.54 192.09 POSKW
autorização 12 5 0.68 0.05 2.61 26.02 171.86 POSKW
marketing 19 18 1.08 0.19 5.69 25.91 141.28 POSKW
outubro 17 14 0.97 0.14 4.76 25.66 147.96 POSKW
reestruturar 11 4 0.63 0.04 2.31 25.14 175.22 POSKW
semana 34 59 1.94 0.61 14.29 24.92 104.14 POSKW
congregação 10 3 0.57 0.03 2.0 24.41 179.33 POSKW
cantina 12 6 0.68 0.06 2.77 24.03 166.7 POSKW
consecutivo 8 1 0.46 0.01 1.38 24.02 191.12 POSKW
televisor 9 2 0.51 0.02 1.69 23.95 184.48 POSKW
aquisição 30 49 1.71 0.51 12.14 23.82 108.49 POSKW
conseguir 23 30 1.31 0.31 8.15 23.61 123.39 POSKW
pintura 11 5 0.63 0.05 2.46 22.99 169.5 POSKW
equipamento 63 164 3.59 1.7 34.89 22.57 71.59 POSKW
diretora 10 4 0.57 0.04 2.15 22.04 172.91 POSKW
tarde 13 9 0.74 0.09 3.38 21.93 155.32 POSKW
remoto 19 22 1.08 0.23 6.3 21.89 130.5 POSKW
dezembro 18 20 1.03 0.21 5.84 21.52 132.83 POSKW
lista 9 3 0.51 0.03 1.84 21.21 177.17 POSKW
estagiário 9 3 0.51 0.03 1.84 21.21 177.17 POSKW
química 24 36 1.37 0.37 9.22 21.15 114.36 POSKW
piso 11 6 0.63 0.06 2.61 21.13 163.95 POSKW
manhã 11 6 0.63 0.06 2.61 21.13 163.95 POSKW
parceria 97 305 5.53 3.16 61.79 20.85 54.6 POSKW
atividade 162 585 9.23 6.06 114.82 20.79 41.57 POSKW
aguardar 7 1 0.4 0.01 1.23 20.52 189.88 POSKW
entrar 7 1 0.4 0.01 1.23 20.52 189.88 POSKW
nome 7 1 0.4 0.01 1.23 20.52 189.88 POSKW
