lemma target_count comparison_count target_per_1k comparison_per_1k expected LL %DIFF status
cidade 149 63 11.76 0.62 23.52 412.0 179.95 POSKW
emprego 111 18 8.76 0.18 14.31 388.05 192.06 POSKW
setor 168 174 13.26 1.71 37.95 305.63 154.21 POSKW
região 195 267 15.4 2.63 51.27 291.04 141.62 POSKW
indústria 83 39 6.55 0.38 13.54 221.24 177.84 POSKW
município 91 68 7.19 0.67 17.64 199.05 165.88 POSKW
empresa 190 383 15.0 3.77 63.58 197.49 119.59 POSKW
formal 57 19 4.5 0.19 8.43 169.63 184.02 POSKW
população 45 12 3.55 0.12 6.33 142.02 187.12 POSKW
serviço 104 164 8.21 1.62 29.74 137.9 134.22 POSKW
ecossistema 28 1 2.21 0.01 3.22 114.65 198.22 POSKW
crescimento 55 46 4.34 0.45 11.21 113.45 162.19 POSKW
grande 146 375 11.53 3.7 57.81 112.1 102.9 POSKW
posto 34 10 2.68 0.1 4.88 104.69 185.84 POSKW
industrial 74 109 5.84 1.07 20.31 104.07 137.88 POSKW
segmento 45 32 3.55 0.32 8.54 100.86 167.39 POSKW
economia 40 22 3.16 0.22 6.88 100.41 174.3 POSKW
fabricação 31 8 2.45 0.08 4.33 98.61 187.52 POSKW
dado 90 175 7.11 1.72 29.41 97.29 121.88 POSKW
país 39 23 3.08 0.23 6.88 95.12 172.58 POSKW
habitante 29 7 2.29 0.07 3.99 93.69 188.3 POSKW
milhão 31 10 2.45 0.1 4.55 93.11 184.52 POSKW
estado 56 69 4.42 0.68 13.87 90.54 146.68 POSKW
polo 39 27 3.08 0.27 7.32 88.54 168.18 POSKW
econômico 45 51 3.55 0.5 10.65 77.16 150.43 POSKW
diadema 39 39 3.08 0.38 8.66 72.53 155.61 POSKW
estabelecimento 30 22 2.37 0.22 5.77 66.24 166.46 POSKW
produto 29 20 2.29 0.2 5.44 65.95 168.3 POSKW
bilhão 18 3 1.42 0.03 2.33 62.63 191.85 POSKW
área 117 378 9.24 3.73 54.93 61.99 85.05 POSKW
estimar 16 2 1.26 0.02 2.0 58.27 193.86 POSKW
negócio 37 49 2.92 0.48 9.54 56.68 143.26 POSKW
total 37 49 2.92 0.48 9.54 56.68 143.26 POSKW
brasileiro 26 20 2.05 0.2 5.1 56.04 164.96 POSKW
tecnologia 94 287 7.42 2.83 42.28 55.11 89.63 POSKW
custo 15 2 1.18 0.02 1.89 54.11 193.45 POSKW
comércio 59 137 4.66 1.35 21.75 51.86 110.12 POSKW
ramo 16 4 1.26 0.04 2.22 51.28 187.9 POSKW
registrar 22 15 1.74 0.15 4.11 50.3 168.63 POSKW
densidade 13 1 1.03 0.01 1.55 50.19 196.2 POSKW
centro 26 25 2.05 0.25 5.66 49.52 157.14 POSKW
gerar 31 42 2.45 0.41 8.1 46.65 142.14 POSKW
capital 25 25 1.97 0.25 5.55 46.49 155.61 POSKW
cadeia 14 3 1.11 0.03 1.89 46.42 189.58 POSKW
empreendedor 22 19 1.74 0.19 4.55 44.59 161.08 POSKW
transformação 20 15 1.58 0.15 3.88 43.67 165.76 POSKW
número 63 176 4.97 1.73 26.52 42.71 96.58 POSKW
concentrar 15 6 1.18 0.06 2.33 42.24 180.98 POSKW
localizar 28 38 2.21 0.37 7.32 42.08 142.06 POSKW
crescer 18 12 1.42 0.12 3.33 41.59 169.27 POSKW
médio 30 45 2.37 0.44 8.32 41.55 136.92 POSKW
representar 25 30 1.97 0.3 6.1 41.19 147.89 POSKW
tendência 18 13 1.42 0.13 3.44 40.04 166.92 POSKW
metropolitano 13 4 1.03 0.04 1.89 39.55 185.21 POSKW
urbano 13 4 1.03 0.04 1.89 39.55 185.21 POSKW
petroquímico 13 4 1.03 0.04 1.89 39.55 185.21 POSKW
km² 13 4 1.03 0.04 1.89 39.55 185.21 POSKW
nacional 24 29 1.89 0.29 5.88 39.35 147.58 POSKW
importante 40 86 3.16 0.85 13.98 38.63 115.37 POSKW
preço 10 1 0.79 0.01 1.22 37.5 195.07 POSKW
aeroporto 10 1 0.79 0.01 1.22 37.5 195.07 POSKW
plástico 20 20 1.58 0.2 4.44 37.19 155.61 POSKW
turismo 14 7 1.11 0.07 2.33 36.47 176.5 POSKW
trabalhador 12 4 0.95 0.04 1.78 35.71 184.02 POSKW
material 34 69 2.68 0.68 11.43 35.08 119.16 POSKW
acordo 36 77 2.84 0.76 12.54 34.98 115.71 POSKW
renda 31 58 2.45 0.57 9.88 34.89 124.27 POSKW
mão 13 6 1.03 0.06 2.11 34.87 178.21 POSKW
média 17 15 1.34 0.15 3.55 34.04 160.32 POSKW
cosmético 23 32 1.82 0.32 6.1 33.89 140.82 POSKW
subprefeitura 20 24 1.58 0.24 4.88 32.95 147.89 POSKW
potencial 18 19 1.42 0.19 4.11 32.35 153.44 POSKW
último 29 55 2.29 0.54 9.32 32.19 123.44 POSKW
estoque 11 4 0.87 0.04 1.66 31.91 182.63 POSKW
turístico 11 4 0.87 0.04 1.66 31.91 182.63 POSKW
superar 15 12 1.18 0.12 3.0 31.68 163.69 POSKW
vaga 32 69 2.53 0.68 11.21 30.8 115.18 POSKW
consultoria 17 18 1.34 0.18 3.88 30.49 153.31 POSKW
pequeno 22 33 1.74 0.33 6.1 30.47 136.92 POSKW
produtivo 41 108 3.24 1.06 16.53 30.36 101.03 POSKW
evolução 15 13 1.18 0.13 3.11 30.34 160.95 POSKW
serviços 15 13 1.18 0.13 3.11 30.34 160.95 POSKW
possuir 44 123 3.47 1.21 18.53 29.8 96.53 POSKW
totalizar 11 5 0.87 0.05 1.78 29.67 178.52 POSKW
profissional 107 460 8.45 4.53 62.92 29.44 60.32 POSKW
rodovia 12 7 0.95 0.07 2.11 29.4 172.85 POSKW
comercial 12 7 0.95 0.07 2.11 29.4 172.85 POSKW
mundo 20 28 1.58 0.28 5.33 29.33 140.5 POSKW
cultivo 8 1 0.63 0.01 1.0 29.13 193.86 POSKW
paulista 14 12 1.11 0.12 2.89 28.49 161.34 POSKW
variação 10 4 0.79 0.04 1.55 28.16 180.98 POSKW
arranjo 10 4 0.79 0.04 1.55 28.16 180.98 POSKW
micro 10 4 0.79 0.04 1.55 28.16 180.98 POSKW
ano 89 366 7.03 3.61 50.49 27.67 64.33 POSKW
ocupar 16 18 1.26 0.18 3.77 27.57 150.75 POSKW
vocação 9 3 0.71 0.03 1.33 26.78 184.02 POSKW
estratégico 28 61 2.21 0.6 9.88 26.62 114.49 POSKW
empregado 10 5 0.79 0.05 1.66 26.05 176.5 POSKW
termo 8 2 0.63 0.02 1.11 25.64 187.9 POSKW
obra 16 20 1.26 0.2 3.99 25.6 146.02 POSKW
destaque 19 30 1.5 0.3 5.44 25.16 134.15 POSKW
alta 7 1 0.55 0.01 0.89 24.99 192.99 POSKW
imobiliário 7 1 0.55 0.01 0.89 24.99 192.99 POSKW
inferior 7 1 0.55 0.01 0.89 24.99 192.99 POSKW
avançar 10 6 0.79 0.06 1.78 24.21 172.13 POSKW
janeiro 10 6 0.79 0.06 1.78 24.21 172.13 POSKW
presença 13 13 1.03 0.13 2.89 24.18 155.61 POSKW
municipal 18 28 1.42 0.28 5.1 24.16 134.96 POSKW
forte 19 33 1.5 0.33 5.77 23.04 128.74 POSKW
construção 29 73 2.29 0.72 11.32 22.9 104.37 POSKW
porte 10 7 0.79 0.07 1.89 22.58 167.86 POSKW
desenvolvedor 7 2 0.55 0.02 1.0 21.72 186.23 POSKW
populoso 7 2 0.55 0.02 1.0 21.72 186.23 POSKW
embalagem 7 2 0.55 0.02 1.0 21.72 186.23 POSKW
instalar 17 28 1.34 0.28 4.99 21.67 131.79 POSKW
civil 11 10 0.87 0.1 2.33 21.66 159.24 POSKW
socioeconômico 11 10 0.87 0.1 2.33 21.66 159.24 POSKW
planta 11 10 0.87 0.1 2.33 21.66 159.24 POSKW
alto 47 165 3.71 1.63 23.52 21.16 78.13 POSKW
comparar 10 8 0.79 0.08 2.0 21.12 163.69 POSKW
passado 6 1 0.47 0.01 0.78 20.88 191.85 POSKW
riqueza 6 1 0.47 0.01 0.78 20.88 191.85 POSKW
ranking 8 4 0.63 0.04 1.33 20.84 176.5 POSKW
parque 9 6 0.71 0.06 1.66 20.79 169.27 POSKW
mês 16 26 1.26 0.26 4.66 20.65 132.55 POSKW
máquina 11 11 0.87 0.11 2.44 20.46 155.61 POSKW
universidade 12 14 0.95 0.14 2.89 20.17 149.16 POSKW
característica 7 3 0.55 0.03 1.11 19.27 179.69 POSKW
automobilístico 16 28 1.26 0.28 4.88 19.26 128.29 POSKW
inovação 47 173 3.71 1.7 24.41 19.12 74.08 POSKW
território 8 5 0.63 0.05 1.44 19.03 171.05 POSKW
série 10 10 0.79 0.1 2.22 18.6 155.61 POSKW
ter 69 302 5.45 2.98 41.17 18.02 58.68 POSKW
período 35 115 2.76 1.13 16.64 17.97 83.67 POSKW
saúde 21 50 1.66 0.49 7.88 17.87 108.36 POSKW
mundial 6 2 0.47 0.02 0.89 17.86 184.02 POSKW
localização 10 11 0.79 0.11 2.33 17.49 151.71 POSKW
diversificar 8 6 0.63 0.06 1.55 17.47 165.76 POSKW
demográfico 8 6 0.63 0.06 1.55 17.47 165.76 POSKW
imigrante 8 6 0.63 0.06 1.55 17.47 165.76 POSKW
sm 7 4 0.55 0.04 1.22 17.3 173.37 POSKW
observar 21 52 1.66 0.51 8.1 16.96 105.56 POSKW
abrangência 5 1 0.39 0.01 0.67 16.81 190.26 POSKW
consórcio 5 1 0.39 0.01 0.67 16.81 190.26 POSKW
têxtil 5 1 0.39 0.01 0.67 16.81 190.26 POSKW
valer 9 9 0.71 0.09 2.0 16.74 155.61 POSKW
especializar 9 9 0.71 0.09 2.0 16.74 155.61 POSKW
único 11 15 0.87 0.15 2.89 16.47 141.82 POSKW
demandar 11 15 0.87 0.15 2.89 16.47 141.82 POSKW
chegar 13 22 1.03 0.22 3.88 16.16 130.24 POSKW
informação 52 216 4.11 2.13 29.74 15.74 63.42 POSKW
valor 21 55 1.66 0.54 8.43 15.68 101.46 POSKW
corresponder 7 5 0.55 0.05 1.33 15.66 167.26 POSKW
ies 7 5 0.55 0.05 1.33 15.66 167.26 POSKW
queda 7 5 0.55 0.05 1.33 15.66 167.26 POSKW
crise 6 3 0.47 0.03 1.0 15.63 176.5 POSKW
concentração 6 3 0.47 0.03 1.0 15.63 176.5 POSKW
sudoeste 6 3 0.47 0.03 1.0 15.63 176.5 POSKW
proximidade 10 13 0.79 0.13 2.55 15.54 144.16 POSKW
contar 23 65 1.82 0.64 9.76 15.32 95.7 POSKW
ficar 15 31 1.18 0.31 5.1 15.16 117.98 POSKW
vizinho 8 8 0.63 0.08 1.78 14.88 155.61 POSKW
investir 8 8 0.63 0.08 1.78 14.88 155.61 POSKW
bairro 16 36 1.26 0.35 5.77 14.63 112.3 POSKW
incluir 15 32 1.18 0.32 5.22 14.62 115.89 POSKW
somar 7 6 0.55 0.06 1.44 14.25 161.34 POSKW
aparecer 5 2 0.39 0.02 0.78 14.08 180.98 POSKW
atração 5 2 0.39 0.02 0.78 14.08 180.98 POSKW
combinação 5 2 0.39 0.02 0.78 14.08 180.98 POSKW
absorver 6 4 0.47 0.04 1.11 13.86 169.27 POSKW
secundário 6 4 0.47 0.04 1.11 13.86 169.27 POSKW
