lemma target_count comparison_count target_per_1k comparison_per_1k expected LL %DIFF status
fazer 978 161 25.21 2.14 387.13 1316.46 168.74 POSKW
evasão 480 75 12.37 1.0 188.64 658.68 170.22 POSKW
desempenho 362 40 9.33 0.53 136.63 554.04 178.47 POSKW
situação 376 62 9.69 0.82 148.87 505.81 168.7 POSKW
problema 436 121 11.24 1.61 189.32 458.47 149.99 POSKW
relacionar 395 98 10.18 1.3 167.56 442.2 154.69 POSKW
metodologia 347 93 8.94 1.23 149.55 372.31 151.49 POSKW
mitigar 179 7 4.61 0.09 63.22 332.5 192.1 POSKW
sociedade 278 64 7.17 0.85 116.24 323.45 157.61 POSKW
resolver 181 11 4.67 0.15 65.26 315.52 187.86 POSKW
ensino 703 515 18.12 6.84 413.98 285.71 90.45 POSKW
meta 202 56 5.21 0.74 87.69 212.54 150.04 POSKW
curso 974 1020 25.11 13.54 677.73 186.26 59.87 POSKW
projeto 555 486 14.31 6.45 353.82 163.01 75.7 POSKW
comunidade 540 504 13.92 6.69 354.84 138.09 70.17 POSKW
atender 198 113 5.1 1.5 105.7 113.6 109.15 POSKW
demanda 255 180 6.57 2.39 147.85 109.84 93.37 POSKW
objetivo 250 182 6.44 2.42 146.83 102.63 90.94 POSKW
implantação 176 100 4.54 1.33 93.81 101.51 109.47 POSKW
mercado 225 158 5.8 2.1 130.18 97.69 93.78 POSKW
aumentar 150 82 3.87 1.09 78.85 90.47 112.14 POSKW
ampliar 228 170 5.88 2.26 135.28 90.04 89.04 POSKW
aluno 856 1079 22.07 14.32 657.68 87.08 42.57 POSKW
taxa 91 30 2.35 0.4 41.13 85.79 141.95 POSKW
desenvolvimento 312 292 8.04 3.88 205.29 79.29 69.93 POSKW
estruturação 46 3 1.19 0.04 16.65 79.2 187.0 POSKW
integrador 74 20 1.91 0.27 31.95 79.02 151.14 POSKW
interdisciplinar 58 13 1.5 0.17 24.13 68.38 158.61 POSKW
vestibular 129 79 3.33 1.05 70.7 67.83 104.11 POSKW
reestruturação 71 25 1.83 0.33 32.63 63.89 138.61 POSKW
extracurricular 44 6 1.13 0.08 16.99 63.26 173.76 POSKW
aprendizagem 167 128 4.3 1.7 100.27 62.98 86.81 POSKW
grau 88 44 2.27 0.58 44.87 58.44 118.11 POSKW
redução 77 34 1.98 0.45 37.73 57.65 125.9 POSKW
stakeholders 47 11 1.21 0.15 19.71 54.23 156.98 POSKW
excelência 112 73 2.89 0.97 62.88 54.19 99.49 POSKW
pedagógico 195 177 5.03 2.35 126.44 53.07 72.6 POSKW
processo 299 324 7.71 4.3 211.75 51.81 56.75 POSKW
profissão 47 12 1.21 0.16 20.05 51.81 153.52 POSKW
proporcionar 80 42 2.06 0.56 41.47 50.46 114.88 POSKW
visibilidade 61 24 1.57 0.32 28.89 50.41 132.62 POSKW
imagem 52 17 1.34 0.23 23.45 49.3 142.37 POSKW
feira 52 17 1.34 0.23 23.45 49.3 142.37 POSKW
pga 31 3 0.8 0.04 11.56 49.11 181.01 POSKW
inscrição 52 18 1.34 0.24 23.79 47.38 139.49 POSKW
produtividade 48 15 1.24 0.2 21.41 46.9 144.56 POSKW
empregabilidade 64 29 1.65 0.38 31.61 46.8 124.33 POSKW
promover 210 208 5.41 2.76 142.07 46.56 64.9 POSKW
parceiro 52 19 1.34 0.25 24.13 45.53 136.66 POSKW
produtivo 91 58 2.35 0.77 50.64 45.4 101.17 POSKW
curricularização 31 4 0.8 0.05 11.9 45.35 175.08 POSKW
disciplina 157 143 4.05 1.9 101.97 42.4 72.3 POSKW
