lemma target_count comparison_count target_per_1k comparison_per_1k expected LL %DIFF status
concordar 52 5 17.76 0.04 1.46 347.33 198.99 POSKW
prova 31 21 10.59 0.19 1.33 158.05 192.99 POSKW
pandemia 39 64 13.32 0.58 2.64 152.39 183.43 POSKW
questão 55 201 18.78 1.81 6.57 146.99 164.89 POSKW
estudante 43 161 14.69 1.45 5.23 113.27 164.11 POSKW
conteúdo 38 129 12.98 1.16 4.28 105.98 167.18 POSKW
dificuldade 31 83 10.59 0.75 2.92 98.01 173.66 POSKW
erro 16 5 5.46 0.04 0.54 94.43 196.74 POSKW
questionário 20 24 6.83 0.22 1.13 87.14 187.75 POSKW
texto 14 4 4.78 0.04 0.46 83.7 197.01 POSKW
formação 45 279 15.37 2.51 8.31 83.07 143.87 POSKW
resposta 23 47 7.86 0.42 1.8 82.3 179.58 POSKW
adicional 14 5 4.78 0.04 0.49 80.92 196.27 POSKW
comentário 13 5 4.44 0.04 0.46 74.23 195.99 POSKW
prejudicar 12 6 4.1 0.05 0.46 65.31 194.8 POSKW
difícil 11 6 3.76 0.05 0.44 58.82 194.34 POSKW
maioria 24 103 8.2 0.93 3.26 58.06 159.39 POSKW
interpretação 9 2 3.07 0.02 0.28 55.61 197.67 POSKW
geral 26 138 8.88 1.24 4.21 54.24 150.95 POSKW
esclarecimento 13 22 4.44 0.2 0.9 50.2 182.94 POSKW
curricular 20 84 6.83 0.76 2.67 49.06 160.17 POSKW
específico 22 108 7.51 0.97 3.33 48.58 154.22 POSKW
abordar 14 38 4.78 0.34 1.33 43.96 173.32 POSKW
aprender 11 18 3.76 0.16 0.74 43.03 183.48 POSKW
presencial 15 67 5.12 0.6 2.1 35.34 157.91 POSKW
diagnóstico 9 17 3.07 0.15 0.67 33.28 181.05 POSKW
afirmação 5 1 1.71 0.01 0.15 31.28 197.9 POSKW
desistir 5 1 1.71 0.01 0.15 31.28 197.9 POSKW
decorrente 6 4 2.05 0.04 0.26 30.7 193.1 POSKW
claro 8 14 2.73 0.13 0.56 30.5 182.38 POSKW
trancar 5 2 1.71 0.02 0.18 28.36 195.83 POSKW
grande 36 485 12.3 4.36 13.37 27.1 95.27 POSKW
adequado 11 50 3.76 0.45 1.56 25.62 157.25 POSKW
obstáculo 4 1 1.37 0.01 0.13 24.35 197.38 POSKW
domínio 6 10 2.05 0.09 0.41 23.31 183.19 POSKW
matriz 7 17 2.39 0.15 0.62 23.19 175.96 POSKW
responder 14 102 4.78 0.92 2.98 22.42 135.62 POSKW
respondente 10 50 3.42 0.45 1.54 21.79 153.47 POSKW
interpretar 4 2 1.37 0.02 0.15 21.77 194.8 POSKW
faixa 4 2 1.37 0.02 0.15 21.77 194.8 POSKW
aula 29 404 9.9 3.63 11.11 20.64 92.66 POSKW
abordagem 6 14 2.05 0.13 0.51 20.25 176.85 POSKW
modo 11 69 3.76 0.62 2.05 20.11 143.3 POSKW
análise 20 226 6.83 2.03 6.31 19.56 108.28 POSKW
parte 14 123 4.78 1.11 3.51 18.58 124.85 POSKW
refletir 7 26 2.39 0.23 0.85 18.53 164.37 POSKW
componente 8 38 2.73 0.34 1.18 18.08 155.54 POSKW
avaliação 26 373 8.88 3.35 10.24 17.59 90.33 POSKW
auferir 3 1 1.02 0.01 0.1 17.53 196.52 POSKW
detalhamento 3 1 1.02 0.01 0.1 17.53 196.52 POSKW
que 3 1 1.02 0.01 0.1 17.53 196.52 POSKW
pensar 5 11 1.71 0.1 0.41 17.33 178.1 POSKW
formativo 7 30 2.39 0.27 0.95 16.95 159.44 POSKW
enfrentar 6 20 2.05 0.18 0.67 16.91 167.73 POSKW
implementação 9 55 3.07 0.49 1.64 16.81 144.56 POSKW
enade 7 34 2.39 0.31 1.05 15.57 154.65 POSKW
obtenção 4 7 1.37 0.06 0.28 15.25 182.38 POSKW
sm 4 7 1.37 0.06 0.28 15.25 182.38 POSKW
exterior 15 167 5.12 1.5 4.67 14.97 109.33 POSKW
nota 7 37 2.39 0.33 1.13 14.65 151.13 POSKW
contribuir 12 115 4.1 1.03 3.26 14.44 119.41 POSKW
contemplar 9 66 3.07 0.59 1.92 14.33 135.27 POSKW
grade 7 39 2.39 0.35 1.18 14.08 148.83 POSKW
percepção 9 68 3.07 0.61 1.98 13.93 133.63 POSKW
compactuar 3 3 1.02 0.03 0.15 13.82 189.74 POSKW
interdisciplinaridade 3 3 1.02 0.03 0.15 13.82 189.74 POSKW
robusto 3 3 1.02 0.03 0.15 13.82 189.74 POSKW
nde 3 3 1.02 0.03 0.15 13.82 189.74 POSKW
levar 7 41 2.39 0.37 1.23 13.53 146.56 POSKW
reflexão 5 18 1.71 0.16 0.59 13.48 165.37 POSKW
aspecto 9 71 3.07 0.64 2.05 13.35 131.21 POSKW
integral 4 10 1.37 0.09 0.36 13.07 175.3 POSKW
visto 3 4 1.02 0.04 0.18 12.63 186.43 POSKW
suporte 7 46 2.39 0.41 1.36 12.3 141.0 POSKW
capacidade 9 77 3.07 0.69 2.21 12.29 126.46 POSKW
